,shortName,playerName,team,efficiency,8+DefendersInTheBox,avgTimeBehindLineOfScrimmage,rushingAttempts,rushingYards,averageRushYards,rushingTouchdowns,season,seasonType,week,gameId
57,P.Barber,Peyton Barber,TB,9.03,31.25,2.59,16,22,1.4,0,2018,REG,2,2018091606
58,R.Penny,Rashaad Penny,SEA,5.77,,2.82,10,30,3,0,2018,REG,2,2018091700
59,E.Elliott,Ezekiel Elliott,DAL,4.03,29.41,3.1,17,78,4.6,1,2018,REG,2,2018091613
60,I.Crowell,Isaiah Crowell,NYJ,4.55,16.67,2.54,12,35,2.9,0,2018,REG,2,2018091604
61,C.Ivory,Chris Ivory,BUF,5.64,40,2.73,20,56,2.8,0,2018,REG,3,2018092307
62,W.Smallwood,Wendell Smallwood,PHI,3.13,,2.73,10,56,5.6,1,2018,REG,3,2018092308
63,A.Peterson,Adrian Peterson,WAS,2.99,21.05,2.43,19,120,6.3,2,2018,REG,3,2018092309
64,L.Blount,LeGarrette Blount,DET,5.28,31.25,3.13,16,48,3,0,2018,REG,3,2018092313
65,A.Kamara,Alvin Kamara,NO,4.06,12.5,2.43,16,66,4.1,0,2018,REG,3,2018092300
66,L.Miller,Lamar Miller,HOU,12.18,10,2.48,10,10,1,0,2018,REG,3,2018092303
67,M.Lynch,Marshawn Lynch,OAK,4.39,10.53,2.88,19,64,3.4,1,2018,REG,3,2018092306
68,I.Crowell,Isaiah Crowell,NYJ,8.19,37.5,3.35,16,34,2.1,2,2018,REG,3,2018092000
69,R.Freeman,Royce Freeman,DEN,4.04,61.54,2.84,13,53,4.1,1,2018,REG,3,2018092301
70,M.Breida,Matt Breida,SF,3.22,,3.12,10,90,9,0,2018,REG,3,2018092305
71,D.Henry,Derrick Henry,TEN,5.02,44.44,2.81,18,57,3.2,0,2018,REG,3,2018092304
72,T.Gurley,Todd Gurley,LA,3.44,,2.66,23,105,4.6,1,2018,REG,3,2018092310
73,K.Johnson,Kerryon Johnson,DET,2.83,,2.72,16,101,6.3,0,2018,REG,3,2018092313
74,M.Gordon,Melvin Gordon,LAC,3.78,53.33,3.18,15,80,5.3,1,2018,REG,3,2018092310
75,S.Michel,Sony Michel,NE,4.81,14.29,2.74,14,50,3.6,0,2018,REG,3,2018092313
76,D.Johnson,David Johnson,ARI,5.12,16.67,2.87,12,31,2.6,0,2018,REG,3,2018092311
77,C.Hyde,Carlos Hyde,CLE,3.73,30.43,2.9,23,98,4.3,2,2018,REG,3,2018092000
78,E.Elliott,Ezekiel Elliott,DAL,2.65,37.5,3.24,16,127,7.9,0,2018,REG,3,2018092312
79,A.Collins,Alex Collins,BAL,4.61,55.56,3.05,18,68,3.8,1,2018,REG,3,2018092301
80,B.Powell,Bilal Powell,NYJ,3.99,50,3.1,14,73,5.2,0,2018,REG,3,2018092000
81,C.Clement,Corey Clement,PHI,5.67,6.25,3.24,16,56,3.5,0,2018,REG,3,2018092308
82,J.Howard,Jordan Howard,CHI,5.05,41.67,2.76,24,61,2.5,1,2018,REG,3,2018092311
83,G.Bernard,Giovani Bernard,CIN,3.85,58.33,3.04,12,61,5.1,1,2018,REG,3,2018092302
84,C.Carson,Chris Carson,SEA,5.65,12.5,3.35,32,102,3.2,1,2018,REG,3,2018092312
85,S.Barkley,Saquon Barkley,NYG,3.6,17.65,2.73,17,82,4.8,1,2018,REG,3,2018092303
86,J.Conner,James Conner,PIT,4.03,6.67,3.31,15,61,4.1,0,2018,REG,3,2018092400
87,T.Coleman,Tevin Coleman,ATL,8.95,20,3.36,15,33,2.2,0,2018,REG,3,2018092300
88,C.McCaffrey,Christian McCaffrey,CAR,2.65,21.43,2.78,28,184,6.6,0,2018,REG,3,2018092302
89,A.Morris,Alfred Morris,SF,3.36,21.43,2.4,14,67,4.8,1,2018,REG,3,2018092305
90,K.Hunt,Kareem Hunt,KC,6.48,11.11,2.54,18,44,2.4,2,2018,REG,3,2018092305
91,S.Barkley,Saquon Barkley,NYG,3.92,20,2.45,10,44,4.4,1,2018,REG,4,2018093011
92,T.Yeldon,T.J. Yeldon,JAX,5.4,5.56,2.85,18,52,2.9,1,2018,REG,4,2018093005
93,A.Kamara,Alvin Kamara,NO,2.81,10.53,2.55,19,134,7.1,3,2018,REG,4,2018093011
94,P.Lindsay,Phillip Lindsay,DEN,3.01,25,2.61,12,69,5.8,1,2018,REG,4,2018100100
95,D.Johnson,David Johnson,ARI,4.54,36.36,2.73,22,71,3.2,1,2018,REG,4,2018093008
96,C.Hyde,Carlos Hyde,CLE,4.37,54.55,2.91,22,82,3.7,1,2018,REG,4,2018093009
97,F.Gore,Frank Gore,MIA,3.83,18.18,2.74,11,41,3.7,0,2018,REG,4,2018093006
98,A.Jones,Aaron Jones,GB,4.14,9.09,3,11,65,5.9,1,2018,REG,4,2018093003
99,R.Jones,Ronald Jones,TB,5.13,,2.9,10,29,2.9,0,2018,REG,4,2018093001
100,M.Lynch,Marshawn Lynch,OAK,2.96,25,2.94,20,130,6.5,0,2018,REG,4,2018093009
101,K.Hunt,Kareem Hunt,KC,2.57,15.79,2.41,19,121,6.4,1,2018,REG,4,2018100100
102,J.Allen,Javorius Allen,BAL,5.56,,2.86,10,30,3,0,2018,REG,4,2018093012
103,L.Miller,Lamar Miller,HOU,3.95,,2.93,14,49,3.5,0,2018,REG,4,2018093004
104,S.Michel,Sony Michel,NE,3.97,24,2.95,25,112,4.5,1,2018,REG,4,2018093006
105,G.Bernard,Giovani Bernard,CIN,3.13,13.33,2.68,15,69,4.6,2,2018,REG,4,2018093000
106,A.Blue,Alfred Blue,HOU,5.65,7.69,2.79,13,31,2.4,0,2018,REG,4,2018093004
107,M.Davis,Mike Davis,SEA,3.85,19.05,2.99,21,101,4.8,2,2018,REG,4,2018093008
108,D.Cook,Dalvin Cook,MIN,7.32,40,3.07,10,20,2,0,2018,REG,4,2018092700
109,T.Gurley,Todd Gurley,LA,3.63,,2.96,17,83,4.9,0,2018,REG,4,2018092700
110,M.Gordon,Melvin Gordon,LAC,3.31,33.33,3.14,15,104,6.9,0,2018,REG,4,2018093010
111,J.Howard,Jordan Howard,CHI,7.34,9.09,2.84,11,25,2.3,0,2018,REG,4,2018093001
112,L.Fournette,Leonard Fournette,JAX,4.71,27.27,2.51,11,30,2.7,0,2018,REG,4,2018093005
113,T.Cohen,Tarik Cohen,CHI,4.17,7.69,2.92,13,53,4.1,0,2018,REG,4,2018093001
114,J.Ajayi,Jay Ajayi,PHI,4.35,,2.87,15,70,4.7,0,2018,REG,4,2018093007
115,J.Williams,Jamaal Williams,GB,5.87,,3.25,11,27,2.5,0,2018,REG,4,2018093003
116,T.Coleman,Tevin Coleman,ATL,4.62,28.57,2.68,14,51,3.6,0,2018,REG,4,2018093000
117,A.Collins,Alex Collins,BAL,4.63,18.18,3.06,11,42,3.8,0,2018,REG,4,2018093012
118,E.Elliott,Ezekiel Elliott,DAL,2.78,32,2.57,25,152,6.1,0,2018,REG,4,2018093002
119,C.Ivory,Chris Ivory,BUF,5.08,42.86,2.75,14,43,3.1,0,2018,REG,5,2018100700
120,J.Mixon,Joe Mixon,CIN,3.93,31.82,2.75,22,93,4.2,0,2018,REG,5,2018100702
121,A.Morris,Alfred Morris,SF,4.49,55.56,2.8,18,61,3.4,0,2018,REG,5,2018100710
122,L.Blount,LeGarrette Blount,DET,6.14,58.33,2.61,12,22,1.8,2,2018,REG,5,2018100704
123,K.Johnson,Kerryon Johnson,DET,3.05,16.67,2.82,12,70,5.8,0,2018,REG,5,2018100704
124,N.Hines,Nyheim Hines,IND,4.1,13.33,2.8,15,45,3,0,2018,REG,5,2018100400
125,B.Powell,Bilal Powell,NYJ,3.82,55,2.81,20,99,5,0,2018,REG,5,2018100706
126,J.Conner,James Conner,PIT,3.43,47.62,2.83,21,110,5.2,2,2018,REG,5,2018100707
127,M.Gordon,Melvin Gordon,LAC,5.49,15.79,3.02,19,58,3.1,1,2018,REG,5,2018100708
128,M.Davis,Mike Davis,SEA,2.56,25,2.79,12,78,6.5,1,2018,REG,5,2018100711
129,S.Barkley,Saquon Barkley,NYG,5.08,26.67,3.48,15,48,3.2,0,2018,REG,5,2018100701
130,D.Henry,Derrick Henry,TEN,3.54,9.09,3.08,11,56,5.1,0,2018,REG,5,2018100700
131,T.Gurley,Todd Gurley,LA,4.53,,2.65,22,77,3.5,3,2018,REG,5,2018100711
132,M.Ingram,Mark Ingram,NO,4.84,37.5,2.53,16,53,3.3,2,2018,REG,5,2018100800
133,S.Michel,Sony Michel,NE,3.36,22.22,2.89,18,98,5.4,1,2018,REG,5,2018100400
134,K.Hunt,Kareem Hunt,KC,4.03,,2.97,22,87,4,1,2018,REG,5,2018100705
135,C.Carson,Chris Carson,SEA,2.76,21.05,2.91,19,116,6.1,0,2018,REG,5,2018100711
136,A.Blue,Alfred Blue,HOU,6.04,25,2.82,20,46,2.3,0,2018,REG,5,2018100712
137,P.Lindsay,Phillip Lindsay,DEN,3.87,16.67,2.78,12,61,5.1,0,2018,REG,5,2018100706
138,L.Murray,Latavius Murray,MIN,3.49,9.09,2.75,11,42,3.8,0,2018,REG,5,2018100709
139,I.Crowell,Isaiah Crowell,NYJ,2.06,60,3.2,15,219,14.6,1,2018,REG,5,2018100706
140,A.Collins,Alex Collins,BAL,4.6,25,3.38,12,59,4.9,0,2018,REG,5,2018100703
141,L.McCoy,LeSean McCoy,BUF,4.62,41.67,2.72,24,85,3.5,0,2018,REG,5,2018100700
142,C.McCaffrey,Christian McCaffrey,CAR,4.54,5.88,2.97,17,58,3.4,0,2018,REG,5,2018100701
143,T.Yeldon,T.J. Yeldon,JAX,3.74,10,2.82,10,53,5.3,0,2018,REG,5,2018100705
144,F.Gore,Frank Gore,MIA,2.6,,2.15,12,63,5.3,0,2018,REG,5,2018100702
145,E.Elliott,Ezekiel Elliott,DAL,5.89,15,3.2,20,54,2.7,0,2018,REG,5,2018100712
146,C.Hyde,Carlos Hyde,CLE,4.89,47.06,3.6,17,63,3.7,0,2018,REG,5,2018100703
147,D.Johnson,David Johnson,ARI,4.72,61.11,2.67,18,55,3.1,2,2018,REG,5,2018100710
148,D.Lewis,Dion Lewis,TEN,5.68,25,3.28,12,34,2.8,0,2018,REG,5,2018100700
149,C.Carson,Chris Carson,SEA,3.87,7.14,2.56,14,59,4.2,0,2018,REG,6,2018101407
150,J.Mixon,Joe Mixon,CIN,2.76,,2.48,11,64,5.8,1,2018,REG,6,2018101401
151,A.Peterson,Adrian Peterson,WAS,3.45,11.76,2.77,17,97,5.7,0,2018,REG,6,2018101408
152,T.Gurley,Todd Gurley,LA,2.69,10.71,2.75,28,208,7.4,2,2018,REG,6,2018101409
153,K.Drake,Kenyan Drake,MIA,3.81,,2.42,13,57,4.4,0,2018,REG,6,2018101404
154,I.Crowell,Isaiah Crowell,NYJ,5.02,7.69,3.02,13,40,3.1,0,2018,REG,6,2018101406
155,L.McCoy,LeSean McCoy,BUF,3.69,25,3.02,16,73,4.6,0,2018,REG,6,2018101403
156,J.Conner,James Conner,PIT,3.07,57.89,2.83,19,111,5.8,2,2018,REG,6,2018101401
157,P.Barber,Peyton Barber,TB,2.96,23.08,2.98,13,82,6.3,0,2018,REG,6,2018101400
158,A.Collins,Alex Collins,BAL,6.26,36.84,3.2,19,54,2.8,2,2018,REG,6,2018101411
159,D.Johnson,David Johnson,ARI,4.94,22.22,2.73,18,54,3,1,2018,REG,6,2018101405
160,W.Smallwood,Wendell Smallwood,PHI,5.68,5.56,2.8,18,51,2.8,0,2018,REG,6,2018101100
161,K.Hunt,Kareem Hunt,KC,2.31,10,2.67,10,80,8,0,2018,REG,6,2018101412
162,L.Miller,Lamar Miller,HOU,5.49,13.33,2.93,15,46,3.1,0,2018,REG,6,2018101403
163,T.Coleman,Tevin Coleman,ATL,6.5,30,3.49,10,35,3.5,0,2018,REG,6,2018101400
164,M.Lynch,Marshawn Lynch,OAK,4.89,23.08,2.98,13,45,3.5,0,2018,REG,6,2018101407
165,J.Howard,Jordan Howard,CHI,2.56,7.14,2.17,14,69,4.9,0,2018,REG,6,2018101404
166,I.Smith,Ito Smith,ATL,8.03,27.27,3.16,11,22,2,1,2018,REG,6,2018101400
167,M.Breida,Matt Breida,SF,4.19,7.14,2.87,14,61,4.4,1,2018,REG,6,2018101500
168,C.Hyde,Carlos Hyde,CLE,6.67,14.29,3.43,14,34,2.4,0,2018,REG,6,2018101402
169,L.Murray,Latavius Murray,MIN,2.72,41.67,2.88,24,155,6.5,1,2018,REG,6,2018101405
170,R.Mostert,Raheem Mostert,SF,2.94,16.67,2.84,12,87,7.3,0,2018,REG,6,2018101500
171,G.Edwards,Gus Edwards,BAL,3.53,10,2.63,10,42,4.2,0,2018,REG,6,2018101411
172,S.Michel,Sony Michel,NE,3.31,29.17,2.52,24,106,4.4,2,2018,REG,6,2018101412
173,S.Barkley,Saquon Barkley,NYG,2.03,7.69,2.8,13,130,10,1,2018,REG,6,2018101100
174,M.Mack,Marlon Mack,IND,2.33,8.33,2.56,12,89,7.4,0,2018,REG,6,2018101406
175,C.Clement,Corey Clement,PHI,3.74,9.09,2.88,11,43,3.9,1,2018,REG,6,2018101100
176,B.Powell,Bilal Powell,NYJ,3.73,12.5,2.98,16,59,3.7,0,2018,REG,6,2018101406
177,M.Gordon,Melvin Gordon,LAC,2.81,38.89,2.83,18,132,7.3,3,2018,REG,6,2018101402
178,E.Elliott,Ezekiel Elliott,DAL,3.65,16.67,2.53,24,106,4.4,1,2018,REG,6,2018101410
179,F.Gore,Frank Gore,MIA,2.42,6.67,2.38,15,101,6.7,0,2018,REG,6,2018101404
180,P.Lindsay,Phillip Lindsay,DEN,3.43,14.29,2.75,14,90,6.4,1,2018,REG,7,2018101800
181,R.Freeman,Royce Freeman,DEN,5.44,76.92,3.26,13,37,2.8,1,2018,REG,7,2018101800
182,A.Collins,Alex Collins,BAL,4.78,18.18,3.22,11,38,3.5,0,2018,REG,7,2018102101
183,P.Barber,Peyton Barber,TB,5.06,36.36,3,11,30,2.7,0,2018,REG,7,2018102109
184,M.Ingram,Mark Ingram,NO,4.56,33.33,2.52,12,32,2.7,0,2018,REG,7,2018102101
185,S.Barkley,Saquon Barkley,NYG,5.84,28.57,3.23,14,43,3.1,1,2018,REG,7,2018102200
186,J.Mixon,Joe Mixon,CIN,5.84,,3.13,13,50,3.8,0,2018,REG,7,2018102105
187,T.Gurley,Todd Gurley,LA,3.85,,2.43,15,63,4.2,2,2018,REG,7,2018102111
188,D.Lewis,Dion Lewis,TEN,3.11,,2.95,13,91,7,0,2018,REG,7,2018102100
189,A.Peterson,Adrian Peterson,WAS,4.69,29.17,3.09,24,99,4.1,0,2018,REG,7,2018102110
190,K.Barner,Kenjon Barner,NE,4.68,30,2.61,10,36,3.6,0,2018,REG,7,2018102102
191,L.Blount,LeGarrette Blount,DET,3.25,30,2.58,10,50,5,1,2018,REG,7,2018102106
192,J.White,James White,NE,5.05,27.27,2.93,11,40,3.6,0,2018,REG,7,2018102102
193,D.Johnson,David Johnson,ARI,4.11,42.86,2.54,14,39,2.8,0,2018,REG,7,2018101800
194,K.Johnson,Kerryon Johnson,DET,2.55,26.32,3.16,19,158,8.3,0,2018,REG,7,2018102106
195,T.Yeldon,T.J. Yeldon,JAX,5.37,8.33,2.98,12,28,2.3,0,2018,REG,7,2018102104
196,A.Ekeler,Austin Ekeler,LAC,5.12,25,2.8,12,42,3.5,0,2018,REG,7,2018102100
197,L.Miller,Lamar Miller,HOU,3.35,22.73,2.75,22,100,4.5,1,2018,REG,7,2018102104
198,J.Howard,Jordan Howard,CHI,3.77,33.33,2.46,12,39,3.3,1,2018,REG,7,2018102102
199,L.Murray,Latavius Murray,MIN,3.27,20,2.76,15,69,4.6,2,2018,REG,7,2018102107
200,A.Kamara,Alvin Kamara,NO,4.25,5.88,2.62,17,64,3.8,1,2018,REG,7,2018102101
201,T.Coleman,Tevin Coleman,ATL,4.67,36.36,3.22,11,50,4.5,1,2018,REG,7,2018102200
202,I.Crowell,Isaiah Crowell,NYJ,5.2,36.36,2.52,11,29,2.6,0,2018,REG,7,2018102107
203,D.Henry,Derrick Henry,TEN,4.54,,2.35,12,33,2.8,1,2018,REG,7,2018102100
204,N.Chubb,Nick Chubb,CLE,3.57,11.11,2.86,18,80,4.4,1,2018,REG,7,2018102109
205,M.Brown,Malcolm Brown,LA,3.87,30.77,2.49,13,65,5,0,2018,REG,7,2018102111
206,E.Elliott,Ezekiel Elliott,DAL,7.24,26.67,2.99,15,33,2.2,0,2018,REG,7,2018102110
207,C.Ivory,Chris Ivory,BUF,3.15,,3.04,16,81,5.1,0,2018,REG,7,2018102103
208,F.Gore,Frank Gore,MIA,4.13,,2.36,10,29,2.9,0,2018,REG,7,2018102106
209,M.Mack,Marlon Mack,IND,2.6,42.11,2.77,19,126,6.6,1,2018,REG,7,2018102103
210,K.Hunt,Kareem Hunt,KC,3.99,6.67,3.04,15,86,5.7,1,2018,REG,7,2018102105
211,K.Hunt,Kareem Hunt,KC,6.4,25,2.93,16,50,3.1,0,2018,REG,8,2018102805
212,A.Jones,Aaron Jones,GB,2.5,16.67,2.6,12,86,7.2,1,2018,REG,8,2018102810
213,J.Conner,James Conner,PIT,2.91,25,2.73,24,146,6.1,2,2018,REG,8,2018102807
214,A.Peterson,Adrian Peterson,WAS,3.64,3.85,3.05,26,149,5.7,1,2018,REG,8,2018102806
215,M.Breida,Matt Breida,SF,6.87,43.75,2.86,16,42,2.6,0,2018,REG,8,2018102809
216,F.Gore,Frank Gore,MIA,3.89,,2.89,12,53,4.4,0,2018,REG,8,2018102500
217,S.Barkley,Saquon Barkley,NYG,5.34,7.69,2.49,13,38,2.9,0,2018,REG,8,2018102806
218,L.McCoy,LeSean McCoy,BUF,13.76,25,3.1,12,13,1.1,0,2018,REG,8,2018102900
219,I.Crowell,Isaiah Crowell,NYJ,6.12,7.69,2.7,13,25,1.9,0,2018,REG,8,2018102802
220,M.Ingram,Mark Ingram,NO,3.48,38.46,2.56,13,63,4.8,0,2018,REG,8,2018102811
221,M.Mack,Marlon Mack,IND,3.43,24,2.7,25,132,5.3,2,2018,REG,8,2018102808
222,D.Johnson,David Johnson,ARI,4.54,12.5,2.94,16,59,3.7,0,2018,REG,8,2018102809
223,A.Collins,Alex Collins,BAL,4.43,36.36,2.69,11,49,4.5,1,2018,REG,8,2018102801
224,J.Mixon,Joe Mixon,CIN,3.27,,2.89,21,123,5.9,2,2018,REG,8,2018102803
225,J.Howard,Jordan Howard,CHI,3.39,,2.53,22,81,3.7,1,2018,REG,8,2018102802
226,N.Chubb,Nick Chubb,CLE,4.76,5.56,3.2,18,65,3.6,0,2018,REG,8,2018102807
227,D.Martin,Doug Martin,OAK,3.41,15.38,2.62,13,72,5.5,0,2018,REG,8,2018102808
228,A.Blue,Alfred Blue,HOU,4.55,13.33,2.8,15,42,2.8,0,2018,REG,8,2018102500
229,A.Kamara,Alvin Kamara,NO,4.59,23.08,2.33,13,45,3.5,1,2018,REG,8,2018102811
230,L.Miller,Lamar Miller,HOU,2.38,22.22,2.72,18,133,7.4,1,2018,REG,8,2018102500
231,C.Carson,Chris Carson,SEA,3.98,12,2.96,25,105,4.2,1,2018,REG,8,2018102804
232,N.Hines,Nyheim Hines,IND,2.59,18.18,2.58,11,78,7.1,0,2018,REG,8,2018102808
233,M.Davis,Mike Davis,SEA,4.88,10,2.89,10,33,3.3,0,2018,REG,8,2018102804
234,P.Barber,Peyton Barber,TB,3.25,5.26,2.68,19,85,4.5,1,2018,REG,8,2018102803
235,L.Murray,Latavius Murray,MIN,3.44,23.08,2.58,13,56,4.3,1,2018,REG,8,2018102811
236,K.Drake,Kenyan Drake,MIA,4.28,,3.22,12,58,4.8,1,2018,REG,8,2018102500
237,P.Lindsay,Phillip Lindsay,DEN,3.76,16.67,2.72,18,95,5.3,1,2018,REG,8,2018102805
238,T.Gurley,Todd Gurley,LA,3.75,12,2.72,25,114,4.6,0,2018,REG,8,2018102810
239,C.McCaffrey,Christian McCaffrey,CAR,5.21,42.86,2.73,14,45,3.2,1,2018,REG,8,2018102801
240,T.Coleman,Tevin Coleman,ATL,3.37,23.08,2.48,13,88,6.8,0,2018,REG,9,2018110406
241,D.Lewis,Dion Lewis,TEN,5.05,26.32,3.19,19,62,3.3,0,2018,REG,9,2018110500
242,A.Blue,Alfred Blue,HOU,5.19,26.67,2.69,15,39,2.6,0,2018,REG,9,2018110407
243,J.White,James White,NE,6.3,8.33,2.99,12,31,2.6,2,2018,REG,9,2018110410
244,A.Kamara,Alvin Kamara,NO,4.4,57.89,2.93,19,82,4.3,2,2018,REG,9,2018110409
245,C.McCaffrey,Christian McCaffrey,CAR,3.79,17.65,2.85,17,79,4.6,2,2018,REG,9,2018110402
246,I.Crowell,Isaiah Crowell,NYJ,4.69,23.08,3.17,13,49,3.8,0,2018,REG,9,2018110404
247,M.Gordon,Melvin Gordon,LAC,2.72,31.25,2.71,16,113,7.1,1,2018,REG,9,2018110408
248,L.McCoy,LeSean McCoy,BUF,12.05,10,2.56,10,10,1,0,2018,REG,9,2018110401
249,P.Lindsay,Phillip Lindsay,DEN,3.75,5.88,2.57,17,65,3.8,0,2018,REG,9,2018110407
250,T.Gurley,Todd Gurley,LA,3.31,7.69,2.83,13,68,5.2,1,2018,REG,9,2018110409
251,M.Davis,Mike Davis,SEA,3.5,,2.46,15,62,4.1,0,2018,REG,9,2018110408
