,shortName,playerName,team,efficiency,8+DefendersInTheBox,avgTimeBehindLineOfScrimmage,rushingAttempts,rushingYards,averageRushYards,rushingTouchdowns,season,seasonType,week,gameId
249,O.Darkwa,Orleans Darkwa,NYG,3.06,31.25,2.46,16,71,4.4,0,2017,REG,9,2017110504
250,M.Forte,Matt Forte,NYJ,3.23,21.43,2.97,14,77,5.5,2,2017,REG,9,2017110200
251,E.McGuire,Elijah McGuire,NYJ,8.67,46.15,3.88,13,30,2.3,0,2017,REG,9,2017110200
252,A.Kamara,Alvin Kamara,NO,3.25,10,2.8,10,68,6.8,1,2017,REG,9,2017110503
253,C.Clement,Corey Clement,PHI,4.12,41.67,2.9,12,51,4.3,2,2017,REG,9,2017110505
254,M.Ingram,Mark Ingram,NO,3.3,12.5,2.58,16,77,4.8,0,2017,REG,9,2017110503
255,L.Miller,Lamar Miller,HOU,2.75,,2.39,10,57,5.7,0,2017,REG,9,2017110501
256,L.McCoy,LeSean McCoy,BUF,6.4,75,2.92,12,25,2.1,0,2017,REG,9,2017110200
257,D.Foreman,D'Onta Foreman,HOU,4.14,,2.36,11,37,3.4,0,2017,REG,9,2017110501
258,A.Peterson,Adrian Peterson,ARI,3.6,62.16,2.68,37,159,4.3,0,2017,REG,9,2017110507
259,T.Gurley,Todd Gurley,LA,4.38,31.25,2.86,16,59,3.7,2,2017,REG,9,2017110504
260,R.Kelley,Rob Kelley,WAS,10.34,35.71,2.47,14,18,1.3,2,2017,REG,9,2017110508
261,C.McCaffrey,Christian McCaffrey,CAR,4.55,40,2.81,15,66,4.4,1,2017,REG,9,2017110500
262,M.Lynch,Marshawn Lynch,OAK,3.47,42.86,2.92,14,57,4.1,2,2017,REG,9,2017110510
263,F.Gore,Frank Gore,IND,4.64,47.06,2.87,17,51,3,0,2017,REG,9,2017110501
264,R.Burkhead,Rex Burkhead,NE,3.94,60,2.32,10,36,3.6,0,2017,REG,10,2017111211
265,J.McKinnon,Jerick McKinnon,MIN,4.8,,2.74,10,32,3.2,0,2017,REG,10,2017111207
266,A.Abdullah,Ameer Abdullah,DET,3.56,9.09,2.93,11,52,4.7,1,2017,REG,10,2017111202
267,D.Martin,Doug Martin,TB,5.62,40,2.93,20,51,2.6,0,2017,REG,10,2017111205
268,T.Rawls,Thomas Rawls,SEA,5.77,20,2.98,10,27,2.7,0,2017,REG,10,2017110900
269,L.Bell,Le'Veon Bell,PIT,5.89,23.08,3.35,26,80,3.1,0,2017,REG,10,2017111203
270,D.Johnson,Duke Johnson,CLE,3.39,,2.8,10,54,5.4,0,2017,REG,10,2017111202
271,J.Stewart,Jonathan Stewart,CAR,3.07,41.18,3.2,17,110,6.5,0,2017,REG,10,2017111300
272,M.Gordon,Melvin Gordon,LAC,8.39,37.5,2.64,16,27,1.7,0,2017,REG,10,2017111204
273,D.Lewis,Dion Lewis,NE,3.63,64.29,2.51,14,55,3.9,1,2017,REG,10,2017111211
274,A.Peterson,Adrian Peterson,ARI,9.2,47.62,2.75,21,29,1.4,0,2017,REG,10,2017110900
275,B.Powell,Bilal Powell,NYJ,4.8,40,2.9,10,30,3,0,2017,REG,10,2017111205
276,D.Henry,Derrick Henry,TEN,3.77,27.27,2.92,11,52,4.7,0,2017,REG,10,2017111206
277,C.Hyde,Carlos Hyde,SF,3.84,17.65,3.23,17,101,5.9,0,2017,REG,10,2017111210
278,A.Morris,Alfred Morris,DAL,3.42,63.64,2.91,11,53,4.8,0,2017,REG,10,2017111209
279,D.Murray,DeMarco Murray,TEN,4.55,28.57,2.65,14,42,3,2,2017,REG,10,2017111206
280,F.Gore,Frank Gore,IND,4.24,23.53,2.92,17,54,3.2,0,2017,REG,10,2017111203
281,J.Williams,Jamaal Williams,GB,4.22,40,2.89,20,67,3.4,0,2017,REG,10,2017111201
282,L.Murray,Latavius Murray,MIN,3.52,64.71,2.57,17,68,4,1,2017,REG,10,2017111207
283,A.Ekeler,Austin Ekeler,LAC,3.63,30,2.41,10,46,4.6,0,2017,REG,10,2017111204
284,O.Darkwa,Orleans Darkwa,NYG,3.16,35.71,2.62,14,73,5.2,0,2017,REG,10,2017111210
285,I.Crowell,Isaiah Crowell,CLE,2.63,18.75,2.52,16,90,5.6,1,2017,REG,10,2017111202
286,T.Gurley,Todd Gurley,LA,3.36,,2.99,11,68,6.2,0,2017,REG,10,2017111208
287,A.Kamara,Alvin Kamara,NO,2.82,33.33,2.72,12,106,8.8,1,2017,REG,10,2017111200
288,T.Coleman,Tevin Coleman,ATL,4.09,20,2.66,20,83,4.2,1,2017,REG,10,2017111209
289,C.Anderson,C.J. Anderson,DEN,3.08,20,2.61,10,54,5.4,0,2017,REG,10,2017111211
290,J.Howard,Jordan Howard,CHI,4.37,33.33,3,15,54,3.6,0,2017,REG,10,2017111201
291,L.Fournette,Leonard Fournette,JAX,6.87,52.94,2.41,17,33,1.9,0,2017,REG,10,2017111204
292,L.Miller,Lamar Miller,HOU,2.93,63.64,2.59,11,60,5.5,0,2017,REG,10,2017111208
293,M.Ingram,Mark Ingram,NO,2.73,42.86,2.3,21,131,6.2,3,2017,REG,10,2017111200
294,A.Morris,Alfred Morris,DAL,3.24,47.06,3.12,17,91,5.4,0,2017,REG,11,2017111910
295,K.Hunt,Kareem Hunt,KC,3.89,11.11,2.92,18,73,4.1,0,2017,REG,11,2017111906
296,L.Murray,Latavius Murray,MIN,2.75,73.33,2.36,15,95,6.3,2,2017,REG,11,2017111904
297,D.Booker,Devontae Booker,DEN,4.26,,2.34,14,44,3.1,0,2017,REG,11,2017111908
298,A.Collins,Alex Collins,BAL,6.89,45,3.28,20,49,2.5,1,2017,REG,11,2017111902
299,O.Darkwa,Orleans Darkwa,NYG,3.73,50,2.62,20,74,3.7,1,2017,REG,11,2017111906
300,C.Anderson,C.J. Anderson,DEN,5.39,7.69,2.54,13,37,2.8,1,2017,REG,11,2017111908
301,T.Gurley,Todd Gurley,LA,6.85,,2.87,15,37,2.5,1,2017,REG,11,2017111904
302,D.Williams,Damien Williams,MIA,2.49,20,2.81,10,78,7.8,0,2017,REG,11,2017111911
303,M.Lynch,Marshawn Lynch,OAK,3.8,,3.02,11,67,6.1,0,2017,REG,11,2017111909
304,I.Crowell,Isaiah Crowell,CLE,6.5,54.55,2.45,11,18,1.6,0,2017,REG,11,2017111901
305,L.Bell,Le'Veon Bell,PIT,3.7,,3.02,12,46,3.8,0,2017,REG,11,2017111600
306,A.Abdullah,Ameer Abdullah,DET,7.91,9.09,3.35,11,22,2,0,2017,REG,11,2017111900
307,A.Peterson,Adrian Peterson,ARI,8.32,28.57,2.85,14,26,1.9,0,2017,REG,11,2017111903
308,D.Foreman,D'Onta Foreman,HOU,2.92,20,2.81,10,65,6.5,2,2017,REG,11,2017111903
309,M.Gordon,Melvin Gordon,LAC,4.11,30,2.89,20,80,4,1,2017,REG,11,2017111907
310,T.Coleman,Tevin Coleman,ATL,6.8,55,2.66,20,43,2.2,1,2017,REG,11,2017112000
311,J.Howard,Jordan Howard,CHI,2.66,13.33,2.99,15,125,8.3,1,2017,REG,11,2017111900
312,J.Mixon,Joe Mixon,CIN,6.08,40,2.69,20,49,2.5,0,2017,REG,11,2017111908
313,S.Perine,Samaje Perine,WAS,3.2,52.17,2.95,23,117,5.1,1,2017,REG,11,2017111905
314,L.McCoy,LeSean McCoy,BUF,2.68,15.38,2.88,13,114,8.8,1,2017,REG,11,2017111907
315,L.Blount,LeGarrette Blount,PHI,2.92,7.69,2.6,13,57,4.4,0,2017,REG,11,2017111910
316,L.Miller,Lamar Miller,HOU,4.42,45.45,2.53,22,61,2.8,0,2017,REG,11,2017111903
317,J.Williams,Jamaal Williams,GB,4.26,33.33,2.78,18,57,3.2,0,2017,REG,11,2017111902
318,J.McKinnon,Jerick McKinnon,MIN,4.65,50,2.88,14,48,3.4,0,2017,REG,11,2017111904
319,L.Fournette,Leonard Fournette,JAX,3.64,57.14,2.61,28,111,4,0,2017,REG,11,2017111901
320,D.Lewis,Dion Lewis,NE,2.83,30,2.6,10,60,6,0,2017,REG,11,2017111909
321,M.Ingram,Mark Ingram,NO,1.9,45.45,2.74,11,134,12.2,1,2017,REG,11,2017111905
322,D.Martin,Doug Martin,TB,7.57,36.84,3.3,19,38,2,0,2017,REG,11,2017111911
323,L.Murray,Latavius Murray,MIN,3.58,40,2.87,20,84,4.2,1,2017,REG,12,2017112300
324,O.Darkwa,Orleans Darkwa,NYG,4.8,45.45,2.45,11,30,2.7,0,2017,REG,12,2017112302
325,M.Forte,Matt Forte,NYJ,4.7,10,2.99,10,25,2.5,0,2017,REG,12,2017112605
326,A.Peterson,Adrian Peterson,ARI,4.19,35,2.6,20,79,4,0,2017,REG,12,2017112609
327,R.Burkhead,Rex Burkhead,NE,3.72,38.46,2.48,13,50,3.8,1,2017,REG,12,2017112604
328,L.Blount,LeGarrette Blount,PHI,2.6,6.67,2.49,15,97,6.5,0,2017,REG,12,2017112606
329,M.Ingram,Mark Ingram,NO,5.51,63.64,2.87,11,31,2.8,0,2017,REG,12,2017112607
330,M.Gordon,Melvin Gordon,LAC,5.81,33.33,2.82,21,65,3.1,0,2017,REG,12,2017112301
331,T.Coleman,Tevin Coleman,ATL,3.81,10.53,2.85,19,97,5.1,2,2017,REG,12,2017112600
332,K.Hunt,Kareem Hunt,KC,8.42,,2.67,11,17,1.5,0,2017,REG,12,2017112603
333,M.Lynch,Marshawn Lynch,OAK,5.93,38.46,2.89,26,64,2.5,1,2017,REG,12,2017112610
334,S.Perine,Samaje Perine,WAS,3.8,37.5,2.32,24,100,4.2,0,2017,REG,12,2017112302
335,L.Bell,Le'Veon Bell,PIT,3.42,15,2.75,20,95,4.8,0,2017,REG,12,2017112611
336,J.Williams,Jamaal Williams,GB,3.92,19.05,2.69,21,66,3.1,1,2017,REG,12,2017112611
337,L.Miller,Lamar Miller,HOU,4.47,17.65,2.71,17,51,3,1,2017,REG,12,2017112700
338,F.Gore,Frank Gore,IND,3.61,29.41,2.5,17,62,3.6,1,2017,REG,12,2017112602
339,J.Mixon,Joe Mixon,CIN,3.01,21.74,2.67,23,114,5,1,2017,REG,12,2017112601
340,T.Gurley,Todd Gurley,LA,3.77,35.29,2.78,17,74,4.4,0,2017,REG,12,2017112607
341,E.Lacy,Eddie Lacy,SEA,5.81,23.53,3.11,17,46,2.7,0,2017,REG,12,2017112608
342,D.Henry,Derrick Henry,TEN,3.67,76.92,3.32,13,79,6.1,0,2017,REG,12,2017112602
343,I.Crowell,Isaiah Crowell,CLE,2.83,18.75,3.08,16,95,5.9,0,2017,REG,12,2017112601
344,L.McCoy,LeSean McCoy,BUF,6.14,27.27,2.98,22,49,2.2,0,2017,REG,12,2017112603
345,A.Collins,Alex Collins,BAL,4.71,56.25,2.9,16,60,3.8,1,2017,REG,12,2017112700
346,J.McKinnon,Jerick McKinnon,MIN,8.88,15.38,3.01,13,23,1.8,0,2017,REG,12,2017112300
347,L.Fournette,Leonard Fournette,JAX,6.08,58.33,2.55,12,25,2.1,0,2017,REG,12,2017112609
348,C.Hyde,Carlos Hyde,SF,5.17,37.5,2.91,16,47,2.9,0,2017,REG,12,2017112608
349,D.Murray,DeMarco Murray,TEN,18.39,58.33,2.89,12,9,0.8,1,2017,REG,12,2017112602
350,D.Lewis,Dion Lewis,NE,2.29,13.33,2.38,15,112,7.5,0,2017,REG,12,2017112604
351,J.Stewart,Jonathan Stewart,CAR,6.79,80,2.7,15,26,1.7,1,2017,REG,12,2017112605
352,A.Morris,Alfred Morris,DAL,3.37,29.63,2.65,27,127,4.7,1,2017,REG,13,2017113000
353,B.Powell,Bilal Powell,NYJ,5.54,50,3.12,18,48,2.7,1,2017,REG,13,2017120308
354,P.Barber,Peyton Barber,TB,2.89,34.78,2.84,23,102,4.4,0,2017,REG,13,2017120304
355,K.Drake,Kenyan Drake,MIA,3.53,39.13,3.03,23,120,5.2,1,2017,REG,13,2017120306
356,L.McCoy,LeSean McCoy,BUF,3.05,6.67,2.87,15,93,6.2,0,2017,REG,13,2017120302
357,G.Bernard,Giovani Bernard,CIN,2.77,7.69,2.37,13,77,5.9,0,2017,REG,13,2017120400
358,M.Ingram,Mark Ingram,NO,2.83,64.29,2.81,14,85,6.1,1,2017,REG,13,2017120307
359,A.Collins,Alex Collins,BAL,3.83,33.33,2.95,15,75,5,2,2017,REG,13,2017120301
360,R.Burkhead,Rex Burkhead,NE,2.92,25,2.76,12,78,6.5,2,2017,REG,13,2017120302
361,L.Miller,Lamar Miller,HOU,3.64,13.33,2.81,15,56,3.7,0,2017,REG,13,2017120309
362,K.Williams,Kerwynn Williams,ARI,3,31.25,2.71,16,97,6.1,0,2017,REG,13,2017120311
363,T.Green,Tion Green,DET,4.41,18.18,3.84,11,51,4.6,1,2017,REG,13,2017120301
364,F.Gore,Frank Gore,IND,3.15,23.08,2.22,13,61,4.7,0,2017,REG,13,2017120305
365,J.Williams,Jamaal Williams,GB,2.81,19.05,2.77,21,113,5.4,1,2017,REG,13,2017120304
366,I.Crowell,Isaiah Crowell,CLE,3.59,10,2.74,10,41,4.1,0,2017,REG,13,2017120310
367,O.Darkwa,Orleans Darkwa,NYG,5.83,21.43,2.46,14,32,2.3,1,2017,REG,13,2017120312
368,M.Breida,Matt Breida,SF,4.67,8.33,2.88,12,45,3.8,0,2017,REG,13,2017120303
369,T.Gurley,Todd Gurley,LA,5.14,15.79,3.19,19,74,3.9,0,2017,REG,13,2017120311
370,M.Gordon,Melvin Gordon,LAC,4.27,21.05,2.87,19,77,4.1,0,2017,REG,13,2017120310
371,M.Forte,Matt Forte,NYJ,3.83,,2.81,15,58,3.9,0,2017,REG,13,2017120308
372,L.Fournette,Leonard Fournette,JAX,5.99,50,2.65,20,57,2.9,1,2017,REG,13,2017120305
373,C.Hyde,Carlos Hyde,SF,5.62,29.41,3.32,17,54,3.2,0,2017,REG,13,2017120303
374,S.Perine,Samaje Perine,WAS,5.6,16.67,3.24,12,38,3.2,0,2017,REG,13,2017113000
375,D.Henry,Derrick Henry,TEN,2.35,72.73,2.97,11,109,9.9,1,2017,REG,13,2017120309
376,M.Lynch,Marshawn Lynch,OAK,3.15,29.41,2.65,17,101,5.9,1,2017,REG,13,2017120312
377,R.Smith,Rod Smith,DAL,5.26,50,2.59,10,27,2.7,1,2017,REG,13,2017113000
378,D.Murray,DeMarco Murray,TEN,2.99,,2.79,11,66,6,0,2017,REG,13,2017120309
379,C.Anderson,C.J. Anderson,DEN,3.28,13.33,2.67,15,67,4.5,0,2017,REG,13,2017120306
380,D.Lewis,Dion Lewis,NE,3.06,13.33,2.85,15,92,6.1,0,2017,REG,13,2017120302
381,J.Howard,Jordan Howard,CHI,6.68,30.77,3.53,13,38,2.9,0,2017,REG,13,2017120303
382,D.Freeman,Devonta Freeman,ATL,3.77,16.67,2.78,12,74,6.2,0,2017,REG,13,2017120300
383,M.Davis,Mike Davis,SEA,3.71,25,2.77,16,64,4,0,2017,REG,13,2017120313
384,L.Bell,Le'Veon Bell,PIT,3.7,5.56,2.87,18,76,4.2,0,2017,REG,13,2017120400
385,L.Murray,Latavius Murray,MIN,3.43,56.25,2.96,16,76,4.8,0,2017,REG,13,2017120300
386,J.Stewart,Jonathan Stewart,CAR,3.94,54.55,3.15,11,45,4.1,1,2017,REG,13,2017120307
387,S.Perine,Samaje Perine,WAS,5.41,17.65,2.89,17,45,2.6,0,2017,REG,14,2017121010
388,T.Riddick,Theo Riddick,DET,5.14,,2.96,10,29,2.9,2,2017,REG,14,2017121007
389,M.Breida,Matt Breida,SF,6.47,33.33,2.66,12,27,2.3,0,2017,REG,14,2017121004
390,L.Bell,Le'Veon Bell,PIT,4.48,23.08,2.83,13,48,3.7,2,2017,REG,14,2017121013
391,M.Ingram,Mark Ingram,NO,3.55,66.67,2.84,12,48,4,0,2017,REG,14,2017120700
392,J.Howard,Jordan Howard,CHI,3.31,34.78,3.19,23,147,6.4,2,2017,REG,14,2017121002
393,L.McCoy,LeSean McCoy,BUF,3.66,43.75,3.17,32,156,4.9,1,2017,REG,14,2017121000
394,I.Crowell,Isaiah Crowell,CLE,2.61,36.84,2.6,19,121,6.4,0,2017,REG,14,2017121003
395,K.Hunt,Kareem Hunt,KC,3.34,20,2.67,25,116,4.6,1,2017,REG,14,2017121006
396,T.Gurley,Todd Gurley,LA,3.19,7.69,3.32,13,96,7.4,2,2017,REG,14,2017121011
397,A.Collins,Alex Collins,BAL,3.09,38.89,2.64,18,120,6.7,1,2017,REG,14,2017121013
398,J.Ajayi,Jay Ajayi,PHI,4.34,20,3.31,15,78,5.2,0,2017,REG,14,2017121011
399,A.Morris,Alfred Morris,DAL,5.65,42.11,2.95,19,62,3.3,0,2017,REG,14,2017121012
400,L.Fournette,Leonard Fournette,JAX,4.19,62.5,2.86,24,101,4.2,1,2017,REG,14,2017121005
401,J.Stewart,Jonathan Stewart,CAR,2.58,75,2.81,16,103,6.4,3,2017,REG,14,2017121001
402,B.Powell,Bilal Powell,NYJ,6.31,30.77,3.1,13,35,2.7,0,2017,REG,14,2017121009
403,D.Murray,DeMarco Murray,TEN,6,45.45,3.26,11,34,3.1,0,2017,REG,14,2017121008
404,T.Cohen,Tarik Cohen,CHI,3.92,16.67,3.32,12,80,6.7,0,2017,REG,14,2017121002
405,D.Freeman,Devonta Freeman,ATL,4.27,41.67,2.98,24,91,3.8,1,2017,REG,14,2017120700
406,C.Anderson,C.J. Anderson,DEN,6.03,54.55,2.97,22,48,2.2,0,2017,REG,14,2017121009
407,K.Drake,Kenyan Drake,MIA,3.97,32,2.84,25,114,4.6,0,2017,REG,14,2017121100
408,M.Davis,Mike Davis,SEA,4.39,,3.5,15,66,4.4,0,2017,REG,14,2017121005
409,W.Gallman,Wayne Gallman,NYG,3.35,16.67,2.39,12,59,4.9,0,2017,REG,14,2017121012
410,D.Martin,Doug Martin,TB,5.18,30,2.86,10,26,2.6,1,2017,REG,14,2017121007
411,K.Williams,Kerwynn Williams,ARI,4.48,65,2.71,20,73,3.7,0,2017,REG,14,2017121008
412,G.Bernard,Giovani Bernard,CIN,3.39,9.09,2.71,11,62,5.6,0,2017,REG,14,2017121002
413,M.Gordon,Melvin Gordon,LAC,4.59,27.27,2.67,22,78,3.5,1,2017,REG,14,2017121010
414,C.Hyde,Carlos Hyde,SF,3.54,21.43,2.81,14,78,5.6,1,2017,REG,14,2017121004
415,F.Gore,Frank Gore,IND,3.57,16.67,2.57,36,130,3.6,0,2017,REG,14,2017121000
416,J.Williams,Jamaal Williams,GB,3.84,33.33,2.48,15,49,3.3,1,2017,REG,14,2017121003
417,L.Miller,Lamar Miller,HOU,4.23,23.53,2.92,17,53,3.1,0,2017,REG,14,2017121004
418,P.Barber,Peyton Barber,TB,3.39,16.67,2.9,12,58,4.8,0,2017,REG,14,2017121007
419,O.Darkwa,Orleans Darkwa,NYG,4.74,10,2.76,10,29,2.9,0,2017,REG,14,2017121012
420,T.Green,Tion Green,DET,5.27,10,3.2,10,35,3.5,0,2017,REG,15,2017121600
421,C.McCaffrey,Christian McCaffrey,CAR,3.46,25,2.7,12,63,5.3,0,2017,REG,15,2017121701
422,D.Booker,Devontae Booker,DEN,4.05,45.45,2.72,11,38,3.5,0,2017,REG,15,2017121400
423,F.Gore,Frank Gore,IND,3.91,10,2.39,10,31,3.1,0,2017,REG,15,2017121400
424,J.Howard,Jordan Howard,CHI,5.23,20,3.38,10,37,3.7,0,2017,REG,15,2017121600
425,C.Ivory,Chris Ivory,JAX,6.24,35.29,2.74,17,42,2.5,0,2017,REG,15,2017121703
426,M.Brown,Malcolm Brown,LA,3.05,,2.23,10,45,4.5,0,2017,REG,15,2017121708
427,M.Ingram,Mark Ingram,NO,2.56,33.33,2.74,12,74,6.2,2,2017,REG,15,2017121705
428,A.Blue,Alfred Blue,HOU,3.03,8.33,2.51,12,55,4.6,0,2017,REG,15,2017121703
429,J.Williams,Jamaal Williams,GB,4.06,10,2.51,10,30,3,0,2017,REG,15,2017121701
430,A.Morris,Alfred Morris,DAL,3.72,18.75,2.88,16,61,3.8,0,2017,REG,15,2017121711
431,L.Bell,Le'Veon Bell,PIT,3.89,29.17,3.53,24,117,4.9,1,2017,REG,15,2017121709
432,G.Bernard,Giovani Bernard,CIN,6.25,28.57,2.87,14,30,2.1,1,2017,REG,15,2017121704
433,J.Stewart,Jonathan Stewart,CAR,6.05,72.73,3.06,11,27,2.5,0,2017,REG,15,2017121701
434,J.Ajayi,Jay Ajayi,PHI,5.13,16.67,3.46,12,49,4.1,0,2017,REG,15,2017121706
435,C.Anderson,C.J. Anderson,DEN,3.08,30,2.53,30,158,5.3,0,2017,REG,15,2017121400
436,P.Barber,Peyton Barber,TB,3.72,53.85,2.8,13,53,4.1,0,2017,REG,15,2017121800
437,K.Drake,Kenyan Drake,MIA,3.81,25,3.14,16,78,4.9,1,2017,REG,15,2017121700
438,S.Perine,Samaje Perine,WAS,5.85,50,2.76,14,37,2.6,0,2017,REG,15,2017121707
439,J.Allen,Javorius Allen,BAL,2.8,84.62,2.61,13,70,5.4,0,2017,REG,15,2017121702
440,D.Murray,DeMarco Murray,TEN,3.79,16.67,2.39,18,59,3.3,0,2017,REG,15,2017121710
441,M.Lynch,Marshawn Lynch,OAK,3.8,18.75,2.9,16,76,4.8,0,2017,REG,15,2017121711
442,C.Hyde,Carlos Hyde,SF,9.88,56.25,2.94,16,25,1.6,0,2017,REG,15,2017121710
443,C.Grant,Corey Grant,JAX,2.59,90,2.73,10,69,6.9,1,2017,REG,15,2017121703
444,K.Williams,Kerwynn Williams,ARI,3.61,17.65,2.34,17,61,3.6,0,2017,REG,15,2017121707
445,A.Collins,Alex Collins,BAL,9.63,66.67,2.89,12,19,1.6,0,2017,REG,15,2017121702
446,L.McCoy,LeSean McCoy,BUF,6.13,40,2.93,20,50,2.5,1,2017,REG,15,2017121700
447,D.Lewis,Dion Lewis,NE,2.91,15.38,2.85,13,67,5.2,1,2017,REG,15,2017121709
448,M.Gordon,Melvin Gordon,LAC,3.09,15.79,2.6,19,78,4.1,1,2017,REG,15,2017121601
449,E.Penny,Elijhaa Penny,ARI,2.94,20,2.12,10,45,4.5,0,2017,REG,15,2017121707
450,K.Hunt,Kareem Hunt,KC,2.92,,2.85,24,155,6.5,1,2017,REG,15,2017121601
451,L.Murray,Latavius Murray,MIN,3.95,30,2.8,20,76,3.8,1,2017,REG,15,2017121704
452,A.Kamara,Alvin Kamara,NO,4.49,8.33,3.2,12,44,3.7,0,2017,REG,15,2017121705
453,B.Powell,Bilal Powell,NYJ,5.55,76.92,3.44,13,44,3.4,1,2017,REG,15,2017121705
454,D.Freeman,Devonta Freeman,ATL,3.82,18.18,2.94,22,126,5.7,1,2017,REG,15,2017121800
455,T.Gurley,Todd Gurley,LA,3.14,,2.89,21,152,7.2,3,2017,REG,15,2017121708
456,J.Ajayi,Jay Ajayi,PHI,4.86,7.14,3.02,14,52,3.7,0,2017,REG,16,2017122501
457,E.Elliott,Ezekiel Elliott,DAL,3.97,50,3.04,24,97,4,0,2017,REG,16,2017122411
458,K.Drake,Kenyan Drake,MIA,3.18,15.38,2.59,13,57,4.4,0,2017,REG,16,2017122403
459,B.Powell,Bilal Powell,NYJ,3.13,10.53,3.6,19,145,7.6,1,2017,REG,16,2017122406
460,M.Ingram,Mark Ingram,NO,4.1,61.54,2.5,13,44,3.4,1,2017,REG,16,2017122405
461,L.Miller,Lamar Miller,HOU,2.83,40,2.63,10,55,5.5,0,2017,REG,16,2017122500
462,C.Hyde,Carlos Hyde,SF,6.01,42.86,2.5,21,54,2.6,1,2017,REG,16,2017122409
463,M.Lynch,Marshawn Lynch,OAK,4.04,76,2.87,25,95,3.8,0,2017,REG,16,2017122501
464,L.Fournette,Leonard Fournette,JAX,4.78,16.67,2.51,18,48,2.7,1,2017,REG,16,2017122409
465,I.Crowell,Isaiah Crowell,CLE,3.67,8.33,2.85,12,44,3.7,0,2017,REG,16,2017122401
466,L.Murray,Latavius Murray,MIN,4.49,42.86,3.03,21,69,3.3,0,2017,REG,16,2017122301
467,F.Gore,Frank Gore,IND,3.8,,2.76,17,68,4,0,2017,REG,16,2017122300
468,D.Freeman,Devonta Freeman,ATL,5.8,27.27,2.74,11,36,3.3,0,2017,REG,16,2017122405
469,P.Barber,Peyton Barber,TB,4.03,30.77,2.78,13,51,3.9,0,2017,REG,16,2017122400
470,G.Bernard,Giovani Bernard,CIN,3.25,21.74,2.48,23,116,5,1,2017,REG,16,2017122402
471,L.Bell,Le'Veon Bell,PIT,3.32,7.14,2.99,14,69,4.9,1,2017,REG,16,2017122500
472,W.Gallman,Wayne Gallman,NYG,6.47,20,2.57,10,18,1.8,0,2017,REG,16,2017122410
473,J.Howard,Jordan Howard,CHI,7.75,63.64,3.24,22,44,2,2,2017,REG,16,2017122401
474,D.Lewis,Dion Lewis,NE,3.49,20.83,2.93,24,129,5.4,1,2017,REG,16,2017122404
475,M.Davis,Mike Davis,SEA,8.6,6.67,3.13,15,25,1.7,0,2017,REG,16,2017122411
476,J.Williams,Jamaal Williams,GB,3.23,13.33,2.89,15,58,3.9,0,2017,REG,16,2017122301
477,M.Gordon,Melvin Gordon,LAC,3.82,42.11,3.02,19,81,4.3,1,2017,REG,16,2017122406
478,L.McCoy,LeSean McCoy,BUF,4.43,35.29,2.96,17,71,4.2,0,2017,REG,16,2017122404
479,S.Perine,Samaje Perine,WAS,6.19,70.59,3.23,17,53,3.1,0,2017,REG,16,2017122408
480,M.Breida,Matt Breida,SF,3.49,45.45,2.84,11,74,6.7,1,2017,REG,16,2017122409
481,K.Williams,Kerwynn Williams,ARI,4.53,43.75,2.77,16,51,3.2,0,2017,REG,16,2017122410
482,D.Murray,DeMarco Murray,TEN,4.86,40,3.12,15,48,3.2,1,2017,REG,16,2017122407
483,K.Hunt,Kareem Hunt,KC,4.32,20.69,2.71,29,91,3.1,1,2017,REG,16,2017122403
484,C.Anderson,C.J. Anderson,DEN,3.04,18.75,2.49,16,88,5.5,1,2017,REG,16,2017122408
485,A.Blue,Alfred Blue,HOU,2.8,37.5,2.78,16,108,6.8,0,2017,REG,16,2017122500
486,T.Gurley,Todd Gurley,LA,3.09,9.09,2.75,22,118,5.4,0,2017,REG,16,2017122407
487,A.Kamara,Alvin Kamara,NO,6.51,16.67,2.8,12,32,2.7,0,2017,REG,16,2017122405
488,A.Collins,Alex Collins,BAL,6.17,55.56,2.94,18,51,2.8,0,2017,REG,16,2017122300
489,J.Williams,Jamaal Williams,GB,3.52,9.09,2.91,22,82,3.7,0,2017,REG,17,2017123102
490,P.Barber,Peyton Barber,TB,3.89,17.65,2.7,17,71,4.2,1,2017,REG,17,2017123110
491,W.Gallman,Wayne Gallman,NYG,3.58,13.33,3.04,15,89,5.9,0,2017,REG,17,2017123107
492,S.Ridley,Stevan Ridley,PIT,3.64,82.35,2.65,17,80,4.7,1,2017,REG,17,2017123109
493,J.McKinnon,Jerick McKinnon,MIN,5.97,8.33,3.11,12,44,3.7,0,2017,REG,17,2017123105
494,A.Blue,Alfred Blue,HOU,6.47,50,2.8,18,39,2.2,1,2017,REG,17,2017123103
495,A.Sherman,Anthony Sherman,KC,4.46,14.29,2.58,14,40,2.9,1,2017,REG,17,2017123112
496,M.Gordon,Melvin Gordon,LAC,2.94,29.41,2.38,17,93,5.5,0,2017,REG,17,2017123113
497,L.Murray,Latavius Murray,MIN,3.01,45,2.46,20,111,5.6,2,2017,REG,17,2017123105
498,J.Mixon,Joe Mixon,CIN,3.3,5.56,3.18,18,96,5.3,0,2017,REG,17,2017123101
499,D.Henry,Derrick Henry,TEN,9.48,42.86,3.27,28,51,1.8,0,2017,REG,17,2017123111
500,M.Davis,Mike Davis,SEA,4.27,30,2.96,10,48,4.8,0,2017,REG,17,2017123115
