,shortName,playerName,team,efficiency,8+DefendersInTheBox,avgTimeBehindLineOfScrimmage,rushingAttempts,rushingYards,averageRushYards,rushingTouchdowns,season,seasonType,week,gameId
251,D.Washington,Dwayne Washington,DET,6.36,10,3.19,10,27,2.7,0,2016,REG,9,2016110605
252,L.Murray,Latavius Murray,OAK,3.28,80,2.27,20,114,5.7,3,2016,REG,9,2016110600
253,A.Morris,Alfred Morris,DAL,5.54,52.94,3.02,17,56,3.3,0,2016,REG,9,2016110602
254,M.Gordon,Melvin Gordon,LAC,2.66,28.13,2.45,32,196,6.1,1,2016,REG,9,2016110610
255,M.Ingram,Mark Ingram,NO,2,33.33,2.61,15,158,10.5,1,2016,REG,9,2016110608
256,D.Harris,DuJuan Harris,SF,2.91,,2.76,10,59,5.9,0,2016,REG,9,2016110608
257,D.Washington,DeAndre Washington,OAK,4.21,30,2.32,10,35,3.5,0,2016,REG,9,2016110600
258,D.Freeman,Devonta Freeman,ATL,4.16,23.53,2.61,17,77,4.5,0,2016,REG,9,2016110300
259,T.West,Terrance West,BAL,10.26,26.67,2.51,15,21,1.4,0,2016,REG,9,2016110601
260,J.Ajayi,Jay Ajayi,MIA,3.85,12.5,2.79,24,111,4.6,1,2016,REG,9,2016110604
261,J.Ajayi,Jay Ajayi,MIA,4.71,21.05,2.98,19,79,4.2,0,2016,REG,10,2016111309
262,M.Ingram,Mark Ingram,NO,3.72,45.45,2.43,11,50,4.5,0,2016,REG,10,2016111303
263,E.Elliott,Ezekiel Elliott,DAL,3.2,23.81,2.59,21,114,5.4,2,2016,REG,10,2016111311
264,D.Booker,Devontae Booker,DEN,5.02,33.33,2.58,24,76,3.2,0,2016,REG,10,2016111303
265,W.Smallwood,Wendell Smallwood,PHI,3.39,23.08,2.59,13,70,5.4,0,2016,REG,10,2016111305
266,D.Martin,Doug Martin,TB,7.1,31.25,3.04,16,33,2.1,1,2016,REG,10,2016111306
267,C.Hyde,Carlos Hyde,SF,13.72,,3.17,13,14,1.1,0,2016,REG,10,2016111310
268,L.Blount,LeGarrette Blount,NE,5.37,52.38,2.63,21,69,3.3,3,2016,REG,10,2016111312
269,R.Kelley,Rob Kelley,WAS,3.86,13.64,2.63,22,97,4.4,0,2016,REG,10,2016111308
270,R.Mathews,Ryan Mathews,PHI,3.65,15.79,2.45,19,109,5.7,2,2016,REG,10,2016111305
271,C.Ivory,Chris Ivory,JAX,5.67,40,2.8,10,27,2.7,0,2016,REG,10,2016111302
272,D.Murray,DeMarco Murray,TEN,2.65,70.59,2.8,17,123,7.2,1,2016,REG,10,2016111307
273,L.Bell,Le'Veon Bell,PIT,5.41,5.88,3.49,17,57,3.4,1,2016,REG,10,2016111311
274,D.Freeman,Devonta Freeman,ATL,4.13,8.33,2.41,12,49,4.1,0,2016,REG,10,2016111305
275,L.Miller,Lamar Miller,HOU,3.22,60,2.87,15,83,5.5,0,2016,REG,10,2016111302
276,S.Ware,Spencer Ware,KC,3.76,15.38,2.95,13,61,4.7,0,2016,REG,10,2016111301
277,J.Stewart,Jonathan Stewart,CAR,5.27,23.08,3.24,13,39,3,0,2016,REG,10,2016111301
278,P.Barber,Peyton Barber,TB,4.16,41.67,2.71,12,38,3.2,0,2016,REG,10,2016111306
279,J.Hill,Jeremy Hill,CIN,5.27,20,3.05,15,46,3.1,1,2016,REG,10,2016111400
280,M.Gordon,Melvin Gordon,LAC,5.62,25,2.8,24,70,2.9,0,2016,REG,10,2016111309
281,T.Gurley,Todd Gurley,LA,4.32,9.52,2.51,21,64,3,0,2016,REG,10,2016111304
282,J.Howard,Jordan Howard,CHI,2.95,6.67,2.82,15,100,6.7,0,2016,REG,10,2016111306
283,R.Jennings,Rashad Jennings,NYG,3.09,,3.03,15,87,5.8,0,2016,REG,10,2016111400
284,D.Johnson,David Johnson,ARI,5.03,42.11,2.9,19,55,2.9,1,2016,REG,10,2016111310
285,C.Prosise,C.J. Prosise,SEA,4.77,23.53,2.57,17,66,3.9,0,2016,REG,10,2016111312
286,T.West,Terrance West,BAL,4.02,14.29,2.72,21,65,3.1,0,2016,REG,10,2016111000
287,M.Forte,Matt Forte,NYJ,3.25,15,2.63,20,98,4.9,0,2016,REG,10,2016111304
288,D.Murray,DeMarco Murray,TEN,5.06,33.33,2.72,21,70,3.3,0,2016,REG,11,2016112004
289,C.Ivory,Chris Ivory,JAX,7.01,29.41,2.63,17,39,2.3,0,2016,REG,11,2016112003
290,J.Stewart,Jonathan Stewart,CAR,8.45,50,2.82,18,31,1.7,1,2016,REG,11,2016111700
291,J.Howard,Jordan Howard,CHI,4.44,35.29,3.02,17,77,4.5,0,2016,REG,11,2016112007
292,L.Bell,Le'Veon Bell,PIT,3.94,17.86,2.94,28,146,5.2,1,2016,REG,11,2016112001
293,E.Elliott,Ezekiel Elliott,DAL,4.33,44,2.99,25,97,3.9,0,2016,REG,11,2016112002
294,R.Jennings,Rashad Jennings,NYG,3.72,,2.49,21,85,4,1,2016,REG,11,2016112007
295,L.Miller,Lamar Miller,HOU,4.06,12.5,2.72,24,104,4.3,1,2016,REG,11,2016112100
296,D.Johnson,David Johnson,ARI,3.35,18.18,2.43,22,103,4.7,1,2016,REG,11,2016112006
297,S.Ware,Spencer Ware,KC,3.37,29.41,2.65,17,69,4.1,0,2016,REG,11,2016112005
298,M.Gillislee,Mike Gillislee,BUF,4.22,28.57,3.02,14,72,5.1,0,2016,REG,11,2016112000
299,T.Gurley,Todd Gurley,LA,4.54,25,2.63,20,76,3.8,1,2016,REG,11,2016112008
300,D.Martin,Doug Martin,TB,5.29,33.33,2.97,24,63,2.6,0,2016,REG,11,2016112005
301,F.Gore,Frank Gore,IND,4.32,16.67,2.32,18,50,2.8,0,2016,REG,11,2016112004
302,J.Ajayi,Jay Ajayi,MIA,4.11,6.25,2.51,16,77,4.8,0,2016,REG,11,2016112008
303,R.Kelley,Rob Kelley,WAS,3.22,50,2.57,24,137,5.7,3,2016,REG,11,2016112011
304,C.Hyde,Carlos Hyde,SF,3.61,36.84,3.04,19,86,4.5,0,2016,REG,11,2016112009
305,L.Murray,Latavius Murray,OAK,4.89,66.67,2.37,12,33,2.8,0,2016,REG,11,2016112100
306,T.Hightower,Tim Hightower,NO,3.09,16.67,3,12,69,5.8,0,2016,REG,11,2016111700
307,J.McKinnon,Jerick McKinnon,MIN,4.93,37.5,2.6,16,44,2.8,0,2016,REG,11,2016112006
308,W.Smallwood,Wendell Smallwood,PHI,5.58,15.38,2.54,13,48,3.7,0,2016,REG,11,2016112010
309,T.Rawls,Thomas Rawls,SEA,4.1,35.71,2.41,14,57,4.1,0,2016,REG,11,2016112010
310,D.Washington,Dwayne Washington,DET,31.64,23.08,3.15,13,6,0.5,0,2016,REG,11,2016112003
311,L.Blount,LeGarrette Blount,NE,2.61,57.89,2.88,19,124,6.5,0,2016,REG,11,2016112009
312,J.Hill,Jeremy Hill,CIN,4.48,12.5,2.28,16,62,3.9,0,2016,REG,11,2016112000
313,J.Howard,Jordan Howard,CHI,3.93,38.89,2.86,18,84,4.7,0,2016,REG,12,2016112703
314,M.Ingram,Mark Ingram,NO,2.43,42.86,2.81,14,146,10.4,1,2016,REG,12,2016112707
315,D.Murray,DeMarco Murray,TEN,6.03,58.82,3.22,17,43,2.5,0,2016,REG,12,2016112703
316,D.Booker,Devontae Booker,DEN,4.68,25,2.54,24,79,3.3,0,2016,REG,12,2016112709
317,J.Stewart,Jonathan Stewart,CAR,2.98,70.59,2.66,17,96,5.6,2,2016,REG,12,2016112710
318,L.McCoy,LeSean McCoy,BUF,4.43,36.84,2.99,19,103,5.4,2,2016,REG,12,2016112702
319,R.Kelley,Rob Kelley,WAS,6.59,21.43,3.17,14,37,2.6,0,2016,REG,12,2016112401
320,T.Hightower,Tim Hightower,NO,4.15,46.67,2.46,15,51,3.4,0,2016,REG,12,2016112707
321,T.West,Terrance West,BAL,4.59,,2.64,13,48,3.7,0,2016,REG,12,2016112701
322,D.Robinson,Denard Robinson,JAX,4.55,7.69,2.52,13,39,3,0,2016,REG,12,2016112702
323,S.Ware,Spencer Ware,KC,3.72,41.18,2.79,17,64,3.8,0,2016,REG,12,2016112709
324,L.Miller,Lamar Miller,HOU,4.93,31.58,2.52,19,57,3,0,2016,REG,12,2016112705
325,L.Murray,Latavius Murray,OAK,6.11,21.05,2.64,19,45,2.4,1,2016,REG,12,2016112710
326,F.Gore,Frank Gore,IND,5.84,13.33,2.45,15,28,1.9,0,2016,REG,12,2016112402
327,I.Crowell,Isaiah Crowell,CLE,4.67,25,2.63,16,44,2.8,0,2016,REG,12,2016112704
328,K.Dixon,Kenneth Dixon,BAL,5.23,15.38,2.75,13,49,3.8,0,2016,REG,12,2016112701
329,L.Bell,Le'Veon Bell,PIT,3.55,26.09,2.82,23,120,5.2,1,2016,REG,12,2016112402
330,E.Elliott,Ezekiel Elliott,DAL,3.71,40,2.6,20,97,4.9,2,2016,REG,12,2016112401
331,J.Starks,James Starks,GB,6.13,29.41,3.23,17,41,2.4,0,2016,REG,12,2016112800
332,J.Hill,Jeremy Hill,CIN,7.74,8.33,2.56,12,21,1.8,0,2016,REG,12,2016112701
333,D.Martin,Doug Martin,TB,4.63,34.78,2.85,23,87,3.8,0,2016,REG,12,2016112708
334,D.Freeman,Devonta Freeman,ATL,5.5,56.25,2.68,16,60,3.8,2,2016,REG,12,2016112700
335,C.Hyde,Carlos Hyde,SF,3.32,23.08,2.34,13,65,5,0,2016,REG,12,2016112706
336,J.Ajayi,Jay Ajayi,MIA,7.53,22.22,2.69,18,45,2.5,1,2016,REG,12,2016112706
337,T.Gurley,Todd Gurley,LA,3.91,23.08,2.52,13,50,3.8,0,2016,REG,12,2016112707
338,M.Gordon,Melvin Gordon,LAC,4.22,23.53,2.33,17,70,4.1,0,2016,REG,12,2016112705
339,R.Jennings,Rashad Jennings,NYG,4.56,,2.9,15,55,3.7,0,2016,REG,12,2016112704
340,M.Forte,Matt Forte,NYJ,7.45,15.38,3.06,13,27,2.1,0,2016,REG,12,2016112711
341,D.Johnson,David Johnson,ARI,3.92,7.69,2.56,13,58,4.5,0,2016,REG,12,2016112700
342,L.Blount,LeGarrette Blount,NE,3.77,36.36,3.3,11,67,6.1,0,2016,REG,12,2016112711
343,T.Rawls,Thomas Rawls,SEA,5.04,8.33,2.72,12,38,3.2,0,2016,REG,12,2016112708
344,C.Hyde,Carlos Hyde,SF,3.5,,2.5,20,92,4.6,0,2016,REG,13,2016120402
345,L.Murray,Latavius Murray,OAK,3.75,60,2.33,20,82,4.1,2,2016,REG,13,2016120408
346,J.Hill,Jeremy Hill,CIN,10.19,26.09,2.87,23,33,1.4,1,2016,REG,13,2016120403
347,T.Gurley,Todd Gurley,LA,4.81,18.18,2.55,11,38,3.5,0,2016,REG,13,2016120406
348,T.Yeldon,T.J. Yeldon,JAX,3.5,21.43,2.75,14,55,3.9,0,2016,REG,13,2016120405
349,J.Howard,Jordan Howard,CHI,3.81,56.25,2.59,32,117,3.7,3,2016,REG,13,2016120402
350,J.Stewart,Jonathan Stewart,CAR,3.82,18.18,3.05,11,50,4.5,0,2016,REG,13,2016120412
351,J.Ajayi,Jay Ajayi,MIA,4.02,,2.68,12,61,5.1,0,2016,REG,13,2016120401
352,L.Bell,Le'Veon Bell,PIT,4.25,24.14,3.16,29,118,4.1,0,2016,REG,13,2016120410
353,L.Blount,LeGarrette Blount,NE,3.67,50,2.82,18,88,4.9,1,2016,REG,13,2016120406
354,L.Miller,Lamar Miller,HOU,6.7,35.71,2.65,14,22,1.6,0,2016,REG,13,2016120404
355,L.McCoy,LeSean McCoy,BUF,3.19,29.41,3.24,17,130,7.6,0,2016,REG,13,2016120408
356,D.Robinson,Denard Robinson,JAX,4.78,41.18,2.52,17,53,3.1,0,2016,REG,13,2016120405
357,S.Ware,Spencer Ware,KC,7.06,7.14,3.04,14,29,2.1,1,2016,REG,13,2016120400
358,F.Gore,Frank Gore,IND,4.15,30,2.72,20,79,4,0,2016,REG,13,2016120500
359,M.Gordon,Melvin Gordon,LAC,3.3,11.76,2.58,17,84,4.9,1,2016,REG,13,2016120411
360,D.Booker,Devontae Booker,DEN,7.98,27.78,2.9,18,35,1.9,1,2016,REG,13,2016120405
361,T.Coleman,Tevin Coleman,ATL,4.43,8.33,2.88,12,49,4.1,0,2016,REG,13,2016120400
362,D.Martin,Doug Martin,TB,5.39,23.53,2.83,17,45,2.6,1,2016,REG,13,2016120411
363,T.West,Terrance West,BAL,3.9,20,3.1,10,50,5,1,2016,REG,13,2016120401
364,D.Johnson,David Johnson,ARI,3.49,22.22,2.55,18,84,4.7,1,2016,REG,13,2016120409
365,R.Kelley,Rob Kelley,WAS,3.23,14.29,2.5,14,63,4.5,0,2016,REG,13,2016120409
366,D.Freeman,Devonta Freeman,ATL,4.63,13.33,2.76,15,56,3.7,2,2016,REG,13,2016120400
367,T.Rawls,Thomas Rawls,SEA,2.83,13.33,2.56,15,106,7.1,2,2016,REG,13,2016120412
368,E.Elliott,Ezekiel Elliott,DAL,4.68,20,3.18,20,86,4.3,1,2016,REG,13,2016120100
369,R.Jennings,Rashad Jennings,NYG,4.73,,2.6,15,45,3,0,2016,REG,14,2016121113
370,M.Asiata,Matt Asiata,MIN,3.92,72.73,2.37,11,37,3.4,1,2016,REG,14,2016121105
371,D.Washington,Dwayne Washington,DET,3.94,6.25,2.92,16,64,4,0,2016,REG,14,2016121103
372,K.Dixon,Kenneth Dixon,BAL,4.2,18.18,2.58,11,39,3.5,0,2016,REG,14,2016121200
373,C.Michael,Christine Michael,GB,5.2,10,2.8,10,36,3.6,0,2016,REG,14,2016121111
374,T.Gurley,Todd Gurley,LA,3.52,12.5,2.26,16,61,3.8,1,2016,REG,14,2016121112
375,S.Ware,Spencer Ware,KC,5.57,15,2.9,20,56,2.8,0,2016,REG,14,2016120800
376,T.Yeldon,T.J. Yeldon,JAX,5.4,23.53,2.93,17,59,3.5,0,2016,REG,14,2016121105
377,L.Bell,Le'Veon Bell,PIT,3.52,60.53,3,38,236,6.2,3,2016,REG,14,2016121100
378,I.Crowell,Isaiah Crowell,CLE,2.03,10,3.1,10,113,11.3,0,2016,REG,14,2016121102
379,A.Blue,Alfred Blue,HOU,4.25,18.75,2.06,16,55,3.4,0,2016,REG,14,2016121104
380,T.Rawls,Thomas Rawls,SEA,3.07,16.67,2.64,12,67,5.6,0,2016,REG,14,2016121111
381,E.Elliott,Ezekiel Elliott,DAL,4.03,12.5,2.96,24,107,4.5,0,2016,REG,14,2016121113
382,J.Hill,Jeremy Hill,CIN,3.77,28,2.81,25,111,4.4,1,2016,REG,14,2016121102
383,D.Murray,DeMarco Murray,TEN,4,85.71,2.8,21,92,4.4,1,2016,REG,14,2016121109
384,C.Hyde,Carlos Hyde,SF,2.28,29.41,3.03,17,193,11.4,0,2016,REG,14,2016121110
385,T.Ward,Terron Ward,ATL,6.51,40,3.09,10,24,2.4,0,2016,REG,14,2016121112
386,R.Mathews,Ryan Mathews,PHI,4,13.33,2.65,15,60,4,0,2016,REG,14,2016121107
387,L.Blount,LeGarrette Blount,NE,3.99,50,2.72,18,72,4,1,2016,REG,14,2016121200
388,D.Henry,Derrick Henry,TEN,3.77,91.67,2.34,12,42,3.5,0,2016,REG,14,2016121109
389,F.Gore,Frank Gore,IND,3.78,10,2.21,10,41,4.1,0,2016,REG,14,2016121104
390,R.Kelley,Rob Kelley,WAS,4.49,12.5,3.16,16,63,3.9,1,2016,REG,14,2016121107
391,L.McCoy,LeSean McCoy,BUF,7.6,8.33,2.85,12,27,2.3,1,2016,REG,14,2016121100
392,J.Ajayi,Jay Ajayi,MIA,6.27,,2.93,20,48,2.4,0,2016,REG,14,2016121106
393,J.Howard,Jordan Howard,CHI,2.96,23.08,2.81,13,86,6.6,0,2016,REG,14,2016121103
394,L.Murray,Latavius Murray,OAK,3.24,9.09,2.69,22,103,4.7,1,2016,REG,14,2016120800
395,L.Miller,Lamar Miller,HOU,3.2,42.86,2.41,21,107,5.1,1,2016,REG,14,2016121104
396,B.Powell,Bilal Powell,NYJ,3.75,13.79,3.08,29,145,5,2,2016,REG,14,2016121110
397,J.McKinnon,Jerick McKinnon,MIN,7.06,21.43,2.73,14,31,2.2,0,2016,REG,14,2016121105
398,P.Perkins,Paul Perkins,NYG,4.67,,2.7,15,45,3,0,2016,REG,14,2016121113
399,D.Martin,Doug Martin,TB,5.26,69.57,2.68,23,66,2.9,1,2016,REG,14,2016121108
400,J.Stewart,Jonathan Stewart,CAR,5.82,54.17,3.04,24,66,2.8,1,2016,REG,14,2016121101
401,K.Farrow,Kenneth Farrow,LAC,3.98,6.25,2.44,16,55,3.4,0,2016,REG,14,2016121101
402,D.Johnson,David Johnson,ARI,3.78,15,2.56,20,80,4,0,2016,REG,14,2016121106
403,B.Powell,Bilal Powell,NYJ,3.04,6.25,2.63,16,84,5.3,0,2016,REG,15,2016121700
404,L.McCoy,LeSean McCoy,BUF,3.16,5.26,3.14,19,153,8.1,2,2016,REG,15,2016121801
405,R.Mathews,Ryan Mathews,PHI,3.32,15,2.92,20,128,6.4,1,2016,REG,15,2016121800
406,T.Montgomery,Ty Montgomery,GB,2.73,12.5,3.47,16,162,10.1,2,2016,REG,15,2016121802
407,D.Freeman,Devonta Freeman,ATL,3.12,20,2.59,20,139,7,3,2016,REG,15,2016121809
408,T.Gurley,Todd Gurley,LA,7.17,35.71,2.97,14,38,2.7,0,2016,REG,15,2016121500
409,M.Ingram,Mark Ingram,NO,3.93,17.65,2.62,17,78,4.6,0,2016,REG,15,2016121808
410,J.Forsett,Justin Forsett,DEN,5.24,,2.76,10,37,3.7,0,2016,REG,15,2016121810
411,J.Stewart,Jonathan Stewart,CAR,3.48,28,2.66,25,132,5.3,0,2016,REG,15,2016121900
412,D.Murray,DeMarco Murray,TEN,3.65,38.89,3.13,18,89,4.9,0,2016,REG,15,2016121805
413,R.Jennings,Rashad Jennings,NYG,6.14,22.22,2.75,18,38,2.1,0,2016,REG,15,2016121807
414,C.Hyde,Carlos Hyde,SF,3.74,,2.87,13,71,5.5,0,2016,REG,15,2016121809
415,T.Rawls,Thomas Rawls,SEA,8.84,9.52,2.59,21,34,1.6,0,2016,REG,15,2016121500
416,J.Ajayi,Jay Ajayi,MIA,6.02,42.11,2.37,19,51,2.7,0,2016,REG,15,2016121700
417,L.Miller,Lamar Miller,HOU,5,50,2.54,22,63,2.9,1,2016,REG,15,2016121804
418,S.Ware,Spencer Ware,KC,4.92,44.44,3.14,18,69,3.8,0,2016,REG,15,2016121805
419,L.Bell,Le'Veon Bell,PIT,4.65,26.09,3.22,23,93,4,0,2016,REG,15,2016121812
420,D.Martin,Doug Martin,TB,5.85,12.5,2.76,16,42,2.6,0,2016,REG,15,2016121803
421,T.Hightower,Tim Hightower,NO,5.03,27.27,2.4,11,37,3.4,2,2016,REG,15,2016121808
422,L.Murray,Latavius Murray,OAK,3.14,38.46,3,13,81,6.2,0,2016,REG,15,2016121811
423,E.Elliott,Ezekiel Elliott,DAL,2.89,8.7,2.9,23,159,6.9,1,2016,REG,15,2016121803
424,D.Johnson,David Johnson,ARI,4.02,50,2.64,12,53,4.4,2,2016,REG,15,2016121808
425,L.Blount,LeGarrette Blount,NE,7.32,94.12,2.54,17,31,1.8,1,2016,REG,15,2016121810
426,T.West,Terrance West,BAL,3.18,53.85,2.73,13,77,5.9,0,2016,REG,15,2016121800
427,F.Gore,Frank Gore,IND,3.32,15.38,2.36,26,101,3.9,0,2016,REG,15,2016121806
428,C.Ivory,Chris Ivory,JAX,4.07,40,2.81,10,44,4.4,0,2016,REG,15,2016121804
429,J.Hill,Jeremy Hill,CIN,5.49,25,2.28,20,43,2.2,1,2016,REG,15,2016121812
430,D.Washington,Dwayne Washington,DET,7.45,14.29,3.27,14,31,2.2,0,2016,REG,15,2016121807
431,D.Lewis,Dion Lewis,NE,2.9,27.78,2.19,18,95,5.3,0,2016,REG,15,2016121810
432,T.Coleman,Tevin Coleman,ATL,5.07,42.86,2.71,14,58,4.1,0,2016,REG,15,2016121809
433,K.Farrow,Kenneth Farrow,LAC,4.7,20,2.56,15,39,2.6,0,2016,REG,15,2016121811
434,J.Howard,Jordan Howard,CHI,3.68,5.88,2.63,17,90,5.3,1,2016,REG,15,2016121802
435,P.Perkins,Paul Perkins,NYG,2.68,,2.25,11,56,5.1,0,2016,REG,15,2016121807
436,T.Gurley,Todd Gurley,LA,4.57,34.78,2.35,23,67,2.9,1,2016,REG,16,2016122409
437,C.West,Charcandrick West,KC,5.64,71.43,2.69,14,35,2.5,0,2016,REG,16,2016122501
438,D.Freeman,Devonta Freeman,ATL,4.28,15.38,2.38,13,53,4.1,0,2016,REG,16,2016122401
439,R.Burkhead,Rex Burkhead,CIN,4.19,,2.65,12,42,3.5,0,2016,REG,16,2016122411
440,C.Hyde,Carlos Hyde,SF,5.43,,2.34,13,38,2.9,0,2016,REG,16,2016122409
441,S.Draughn,Shaun Draughn,SF,6.62,,2.2,10,17,1.7,0,2016,REG,16,2016122409
442,I.Crowell,Isaiah Crowell,CLE,5.62,25,3.3,16,54,3.4,2,2016,REG,16,2016122403
443,J.Ajayi,Jay Ajayi,MIA,3.29,46.88,2.82,32,206,6.4,1,2016,REG,16,2016122400
444,L.Murray,Latavius Murray,OAK,4.63,60,2.65,15,40,2.7,0,2016,REG,16,2016122408
445,D.Murray,DeMarco Murray,TEN,5.48,50,2.99,14,42,3,0,2016,REG,16,2016122405
446,E.Elliott,Ezekiel Elliott,DAL,3.32,33.33,3.04,12,80,6.7,2,2016,REG,16,2016122600
447,A.Blue,Alfred Blue,HOU,4.22,4.76,2.6,21,73,3.5,1,2016,REG,16,2016122411
448,D.Lewis,Dion Lewis,NE,5.21,18.75,3.09,16,52,3.3,0,2016,REG,16,2016122406
449,T.West,Terrance West,BAL,5.21,10,2.99,10,27,2.7,0,2016,REG,16,2016122500
450,Z.Zenner,Zach Zenner,DET,3.13,,2.8,12,67,5.6,2,2016,REG,16,2016122600
451,L.McCoy,LeSean McCoy,BUF,3.54,16.67,2.73,24,128,5.3,1,2016,REG,16,2016122400
452,D.Johnson,David Johnson,ARI,5.13,35.71,2.5,28,95,3.4,3,2016,REG,16,2016122410
453,P.Perkins,Paul Perkins,NYG,3.16,6.67,2.82,15,68,4.5,0,2016,REG,16,2016122200
454,F.Gore,Frank Gore,IND,3.09,7.69,2.3,13,72,5.5,0,2016,REG,16,2016122408
455,D.Washington,DeAndre Washington,OAK,2.35,33.33,2.57,12,99,8.3,2,2016,REG,16,2016122408
456,J.Rodgers,Jacquizz Rodgers,TB,3.48,40,2.91,15,63,4.2,1,2016,REG,16,2016122407
457,K.Dixon,Kenneth Dixon,BAL,3.7,25,2.76,12,57,4.8,0,2016,REG,16,2016122500
458,R.Kelley,Rob Kelley,WAS,3.98,5.26,2.83,19,76,4,0,2016,REG,16,2016122402
459,M.Gillislee,Mike Gillislee,BUF,2.76,36.36,2.83,11,91,8.3,0,2016,REG,16,2016122400
460,R.Mathews,Ryan Mathews,PHI,6.95,44.44,3.12,18,46,2.6,0,2016,REG,16,2016122200
461,L.Bell,Le'Veon Bell,PIT,3.47,15,3.5,20,122,6.1,1,2016,REG,16,2016122500
462,D.McFadden,Darren McFadden,DAL,0.74,64.29,3.12,14,49,3.5,0,2016,REG,16,2016122600
463,S.Ware,Spencer Ware,KC,3.11,38.46,2.42,13,62,4.8,0,2016,REG,16,2016122501
464,L.Blount,LeGarrette Blount,NE,4.62,40,2.58,20,50,2.5,2,2016,REG,16,2016122406
465,B.Powell,Bilal Powell,NYJ,3.75,6.67,2.81,15,60,4,0,2016,REG,16,2016122406
466,M.Ingram,Mark Ingram,NO,2.93,33.33,2.71,18,90,5,2,2016,REG,16,2016122407
467,J.Stewart,Jonathan Stewart,CAR,4.06,18.18,2.7,11,50,4.5,0,2016,REG,16,2016122401
468,J.Howard,Jordan Howard,CHI,3.17,11.11,2.82,18,119,6.6,0,2016,REG,16,2016122402
469,C.Ivory,Chris Ivory,JAX,6.12,14.29,2.91,14,45,3.2,1,2016,REG,16,2016122405
470,J.McKinnon,Jerick McKinnon,MIN,4.1,9.09,2.59,11,50,4.5,0,2016,REG,16,2016122404
471,J.Stewart,Jonathan Stewart,CAR,5.6,15,3.26,20,65,3.3,1,2016,REG,17,2017010109
472,R.Kelley,Rob Kelley,WAS,5.97,25,2.58,12,33,2.8,0,2016,REG,17,2017010111
473,Z.Zenner,Zach Zenner,DET,3.98,5,2.56,20,69,3.5,1,2016,REG,17,2017010102
474,B.Powell,Bilal Powell,NYJ,3.2,13.64,2.91,22,122,5.5,0,2016,REG,17,2017010106
475,J.McKinnon,Jerick McKinnon,MIN,3.45,6.25,2.33,16,89,5.6,1,2016,REG,17,2017010105
476,A.Blue,Alfred Blue,HOU,5.82,36.36,2.97,11,28,2.5,0,2016,REG,17,2017010110
477,T.Gurley,Todd Gurley,LA,5.86,,2.68,14,40,2.9,0,2016,REG,17,2017010113
478,C.West,Charcandrick West,KC,4.19,18.75,2.66,16,58,3.6,0,2016,REG,17,2017010114
479,D.Williams,DeAngelo Williams,PIT,5.52,17.39,2.91,23,67,2.9,1,2016,REG,17,2017010108
480,K.Dixon,Kenneth Dixon,BAL,3.79,20,2.4,10,44,4.4,1,2016,REG,17,2017010101
481,M.Gillislee,Mike Gillislee,BUF,6.31,40,2.93,15,40,2.7,1,2016,REG,17,2017010106
482,D.Booker,Devontae Booker,DEN,4.15,14.29,2.46,14,57,4.1,1,2016,REG,17,2017010112
483,D.Henry,Derrick Henry,TEN,4.87,73.33,3.47,15,65,4.3,1,2016,REG,17,2017010110
484,I.Crowell,Isaiah Crowell,CLE,2.65,5.26,2.86,19,152,8,0,2016,REG,17,2017010108
485,C.Grant,Corey Grant,JAX,3.51,16.67,3.15,18,122,6.8,1,2016,REG,17,2017010103
486,A.Williams,Andre Williams,LAC,3.39,16.67,2.71,18,87,4.8,0,2016,REG,17,2017010114
487,P.Perkins,Paul Perkins,NYG,3.51,9.52,2.53,21,102,4.9,0,2016,REG,17,2017010111
488,D.Murray,DeMarco Murray,TEN,7.61,72.73,2.98,11,21,1.9,0,2016,REG,17,2017010110
489,D.Lewis,Dion Lewis,NE,3.28,9.09,2.37,11,48,4.4,0,2016,REG,17,2017010104
490,J.Howard,Jordan Howard,CHI,3.53,26.09,2.57,23,135,5.9,0,2016,REG,17,2017010105
491,K.Williams,Kerwynn Williams,ARI,3.71,41.67,2.72,12,60,5,1,2016,REG,17,2017010113
492,D.Freeman,Devonta Freeman,ATL,2.6,25,2.42,12,96,8,1,2016,REG,17,2017010100
493,R.Burkhead,Rex Burkhead,CIN,3.73,22.22,2.4,27,119,4.4,2,2016,REG,17,2017010101
494,S.Draughn,Shaun Draughn,SF,6.56,9.52,2.36,21,41,2,2,2016,REG,17,2017010115
495,J.Ajayi,Jay Ajayi,MIA,4.88,6.25,2.62,16,59,3.7,0,2016,REG,17,2017010104
496,J.Forsett,Justin Forsett,DEN,4.65,13.64,2.91,22,90,4.1,0,2016,REG,17,2017010112
497,J.Langford,Jeremy Langford,CHI,6.5,20,2.47,10,26,2.6,0,2016,REG,17,2017010105
498,J.Rodgers,Jacquizz Rodgers,TB,3.57,35.29,2.57,17,75,4.4,0,2016,REG,17,2017010109
499,F.Gore,Frank Gore,IND,3.91,31.25,2.8,16,62,3.9,0,2016,REG,17,2017010103
500,R.Jennings,Rashad Jennings,NYG,4.14,16.67,2.15,18,52,2.9,1,2016,REG,17,2017010111
501,M.Ingram,Mark Ingram,NO,3.77,10,2.64,20,103,5.2,1,2016,REG,17,2017010100
502,L.Blount,LeGarrette Blount,NE,4.62,35.71,2.69,14,51,3.6,1,2016,REG,17,2017010104
