,shortName,playerName,team,position,averageCushion,averageSeparation,averageTargetedAirYards,shareOfTeamAirYards,receptions,targets,catchPercentage,receivingYards,receivingTouchdowns,avgYAC,expectedAvgYAC,avgYACAboveExpectation,season,seasonType,week,gameId
181,B.Fowler,Bennie Fowler,DEN,WR,6.5,2,8.8,16.4,4,7,57.14,55,0,6.7,6.6,0.1,2017,REG,3,2017092401
182,K.Stills,Kenny Stills,MIA,WR,6.5,2.5,17.9,38.77,4,10,40,51,0,-0.2,2.5,-2.6,2017,REG,3,2017092408
183,J.Graham,Jimmy Graham,SEA,TE,6.4,2.5,9,20.59,7,11,63.64,72,0,5,4.9,0.1,2017,REG,3,2017092410
184,J.Crowder,Jamison Crowder,WAS,WR,6.4,3.8,2.9,9.29,6,6,100,52,0,5.8,5.5,0.3,2017,REG,3,2017092413
185,J.Matthews,Jordan Matthews,BUF,WR,6.4,3.5,6.3,24.38,3,5,60,61,0,12.5,17.2,-4.7,2017,REG,3,2017092401
186,D.Parker,DeVante Parker,MIA,WR,6.3,3.2,15.2,32.79,8,10,80,76,1,1.2,2.9,-1.7,2017,REG,3,2017092408
187,S.DeValve,Seth DeValve,CLE,TE,6.2,1.9,18.3,18.95,2,5,40,29,0,1.1,2.8,-1.7,2017,REG,3,2017092405
188,P.Garcon,Pierre Garcon,SF,WR,6.2,2.7,15.1,48.26,7,10,70,142,0,4.3,3.3,1,2017,REG,3,2017092100
189,J.Nelson,Jordy Nelson,GB,WR,6.1,3.3,8.9,31.24,6,9,66.67,52,2,3,2.3,0.7,2017,REG,3,2017092411
190,J.Brown,Jaron Brown,ARI,WR,6.1,3.4,13.5,19,2,6,33.33,27,1,2.3,4,-1.8,2017,REG,3,2017092500
191,C.Hogan,Chris Hogan,NE,WR,6,4.4,12.5,18.06,4,6,66.67,68,2,6.3,8,-1.7,2017,REG,3,2017092407
192,R.Anderson,Robby Anderson,NYJ,WR,6,3.1,20.4,51.34,3,6,50,95,1,15.3,14.5,0.7,2017,REG,3,2017092408
193,R.Higgins,Rashard Higgins,CLE,WR,6,2.5,8.2,10.23,2,6,33.33,10,0,1.9,3.9,-1.9,2017,REG,3,2017092405
194,J.Landry,Jarvis Landry,MIA,WR,5.9,2.2,9,21.41,6,11,54.55,48,0,3.1,4.4,-1.3,2017,REG,3,2017092408
195,S.Roberts,Seth Roberts,OAK,WR,5.8,5.1,4.7,11.15,4,5,80,20,0,3.1,5.2,-2.1,2017,REG,3,2017092413
196,A.Humphries,Adam Humphries,TB,WR,5.7,2.2,8.7,19.2,6,10,60,68,0,2.8,2.9,-0.1,2017,REG,3,2017092406
197,B.Ellington,Bruce Ellington,HOU,WR,5.6,1.5,20,33.47,4,7,57.14,59,1,2,2.1,0,2017,REG,3,2017092407
198,M.Evans,Mike Evans,TB,WR,5.6,2.3,10,26.62,7,12,58.33,67,0,2.2,2.7,-0.6,2017,REG,3,2017092406
199,G.Tate,Golden Tate,DET,WR,5.5,2.1,9.9,27.99,7,11,63.64,58,1,2.5,2.5,0,2017,REG,3,2017092404
200,G.Allison,Geronimo Allison,GB,WR,5.5,3.2,14,43.82,6,8,75,122,0,7.9,5.7,2.2,2017,REG,3,2017092411
201,K.Britt,Kenny Britt,CLE,WR,5.4,1.9,13.4,27.79,3,10,30,54,1,4.3,6.5,-2.2,2017,REG,3,2017092405
202,A.Jeffery,Alshon Jeffery,PHI,WR,5.4,1.4,13.2,47.57,4,8,50,56,0,3.6,2.4,1.2,2017,REG,3,2017092409
203,J.Jones,Julio Jones,ATL,WR,5.3,2.2,18.4,63.52,7,12,58.33,91,0,4.5,5.7,-1.2,2017,REG,3,2017092404
204,R.Gronkowski,Rob Gronkowski,NE,TE,5.3,3.2,7.1,17.12,8,10,80,89,1,5.1,5.5,-0.3,2017,REG,3,2017092407
205,C.Clay,Charles Clay,BUF,TE,5.3,4.2,2.5,11.74,6,6,100,39,1,3.9,5.9,-2,2017,REG,3,2017092401
206,M.Sanu,Mohamed Sanu,ATL,WR,5.3,2,5.9,10.2,4,6,66.67,28,1,1.9,3.2,-1.3,2017,REG,3,2017092404
207,R.Woods,Robert Woods,LA,WR,5.3,2.3,12.1,40.4,6,7,85.71,108,0,6,4.8,1.2,2017,REG,3,2017092100
208,D.Baldwin,Doug Baldwin,SEA,WR,5.2,2.5,7.9,24.47,10,15,66.67,105,1,4.8,5.4,-0.6,2017,REG,3,2017092410
209,D.Jackson,DeSean Jackson,TB,WR,5.2,2.5,23.9,36.96,4,7,57.14,84,1,4.9,7.7,-2.9,2017,REG,3,2017092406
210,A.Cooper,Amari Cooper,OAK,WR,5.2,2.1,21.5,51.3,1,5,20,6,0,0.6,4,-3.5,2017,REG,3,2017092413
211,E.Sanders,Emmanuel Sanders,DEN,WR,5.2,2.8,13.2,52.56,7,15,46.67,75,0,3.1,4.3,-1.2,2017,REG,3,2017092401
212,J.Gresham,Jermaine Gresham,ARI,TE,5.1,2.5,5,10.46,5,9,55.56,47,0,2.5,2.7,-0.2,2017,REG,3,2017092500
213,P.Richardson,Paul Richardson,SEA,WR,5.1,3,13.5,19.62,2,7,28.57,30,1,2.9,3.5,-0.6,2017,REG,3,2017092410
214,A.Green,A.J. Green,CIN,WR,5,3.4,12.3,71.7,10,13,76.92,111,1,3.3,3.8,-0.5,2017,REG,3,2017092411
215,J.Doyle,Jack Doyle,IND,TE,5,5.8,2.5,6.72,2,5,40,16,0,7.5,7.9,-0.4,2017,REG,3,2017092405
216,S.Shepard,Sterling Shepard,NYG,WR,4.9,1.6,7.5,24.43,7,10,70,133,1,11.4,3.2,8.2,2017,REG,3,2017092409
217,S.Watkins,Sammy Watkins,LA,WR,4.8,2.9,12.2,40.65,6,7,85.71,106,2,5,5.6,-0.6,2017,REG,3,2017092100
218,T.Hill,Tyreek Hill,KC,WR,4.7,3.1,11.8,102.38,5,8,62.5,77,1,6.2,5.2,1.1,2017,REG,3,2017092412
219,J.Smith-Schuster,JuJu Smith-Schuster,PIT,WR,4.7,3,8.2,10.67,2,6,33.33,39,0,18.7,13.9,4.8,2017,REG,3,2017092403
220,A.Brown,Antonio Brown,PIT,WR,4.3,2.6,14.1,42.67,10,14,71.43,110,1,1.9,3.1,-1.2,2017,REG,3,2017092403
221,D.Thomas,Demaryius Thomas,DEN,WR,4.2,2.3,10.9,25.98,6,9,66.67,98,0,4.8,3.2,1.6,2017,REG,3,2017092401
222,J.Cook,Jared Cook,OAK,TE,4.2,3.5,5.5,15.68,4,6,66.67,43,1,6.3,6.1,0.2,2017,REG,3,2017092413
223,M.Lewis,Marcedes Lewis,JAX,TE,4.1,2.2,14.8,33.33,4,5,80,62,3,3.6,2.2,1.3,2017,REG,3,2017092400
224,M.Lee,Marqise Lee,JAX,WR,3.9,2.3,7.4,23.54,4,7,57.14,65,0,9.9,6.4,3.5,2017,REG,3,2017092400
225,E.Ebron,Eric Ebron,DET,TE,3.8,3,6.5,11.7,2,7,28.57,9,0,5.8,6.8,-1.1,2017,REG,3,2017092404
226,K.Golladay,Kenny Golladay,DET,WR,3.6,1.3,12.7,16.41,2,5,40,25,0,3.8,3.9,-0.1,2017,REG,3,2017092404
227,A.Gates,Antonio Gates,LAC,TE,3.4,1.6,7.5,8.94,2,5,40,30,0,8,6.8,1.2,2017,REG,3,2017092412
228,J.Thomas,Julius Thomas,MIA,TE,3.3,2.7,3.1,3.34,3,5,60,16,0,2.1,2.5,-0.4,2017,REG,3,2017092408
229,V.Davis,Vernon Davis,WAS,TE,2.7,3.3,7.2,19.35,5,5,100,58,1,4.9,4.3,0.6,2017,REG,3,2017092413
230,K.Allen,Keenan Allen,LAC,WR,2.6,2.3,7.8,16.61,5,9,55.56,61,0,4.7,4.4,0.3,2017,REG,3,2017092412
231,M.Jones,Marvin Jones,DET,WR,2,0.7,12.9,19.93,3,6,50,24,0,1.5,1.8,-0.4,2017,REG,3,2017092404
232,T.Hill,Tyreek Hill,KC,WR,9.3,3.9,5.4,11.01,5,6,83.33,35,0,1,2.3,-1.3,2017,REG,4,2017100200
233,C.Patterson,Cordarrelle Patterson,OAK,WR,8.9,3.4,3.5,5.88,6,6,100,33,0,2,3.2,-1.1,2017,REG,4,2017100112
234,E.Engram,Evan Engram,NYG,TE,8.9,1.4,6.5,17.07,6,11,54.55,62,0,3.7,4.5,-0.7,2017,REG,4,2017100111
235,T.Benjamin,Travis Benjamin,LAC,WR,8.8,2.7,13.9,25.96,2,5,40,21,0,9.4,7.2,2.2,2017,REG,4,2017100110
236,L.Fitzgerald,Larry Fitzgerald,ARI,WR,8.4,2.6,5.7,8.94,4,7,57.14,32,1,4.1,4.6,-0.5,2017,REG,4,2017100109
237,D.Walker,Delanie Walker,TEN,TE,8.1,1.2,10.3,33.52,3,7,42.86,51,0,4.2,3.5,0.7,2017,REG,4,2017100105
238,T.Williams,Tyrell Williams,LAC,WR,8.1,4,8.3,18.65,5,6,83.33,115,1,13.1,7.5,5.6,2017,REG,4,2017100110
239,D.Jackson,DeSean Jackson,TB,WR,8.1,2,18.4,28,2,6,33.33,20,0,3.7,2.2,1.5,2017,REG,4,2017100111
240,A.Humphries,Adam Humphries,TB,WR,8,4.6,5.5,9.82,6,7,85.71,70,0,7.8,5.9,1.8,2017,REG,4,2017100111
241,R.Matthews,Rishard Matthews,TEN,WR,7.9,1.7,13,48.27,3,8,37.5,49,0,2.3,1.6,0.7,2017,REG,4,2017100105
242,T.Lockett,Tyler Lockett,SEA,WR,7.9,2.7,16.6,26.08,4,5,80,67,0,2.8,2.4,0.4,2017,REG,4,2017100113
243,D.Fells,Darren Fells,DET,TE,7.5,4.2,1.1,2.64,4,5,80,40,0,8.8,7.7,1.1,2017,REG,4,2017100106
244,M.Wallace,Mike Wallace,BAL,WR,7.3,3.5,9.1,31.16,6,10,60,55,1,0.9,1.5,-0.5,2017,REG,4,2017100102
245,O.Beckham,Odell Beckham,NYG,WR,7.3,2.5,14.7,52.59,7,15,46.67,90,0,4,3.3,0.7,2017,REG,4,2017100111
246,B.Marshall,Brandon Marshall,NYG,WR,7.2,1.9,7.6,18.09,6,10,60,46,0,1.4,1.9,-0.5,2017,REG,4,2017100111
247,P.Garcon,Pierre Garcon,SF,WR,7.2,2.1,7.7,14.56,4,8,50,36,0,3.3,5.1,-1.8,2017,REG,4,2017100109
248,A.Robinson,Aldrick Robinson,SF,WR,7.1,2.5,16.4,46.64,3,12,25,52,0,1.7,2,-0.3,2017,REG,4,2017100109
249,T.Williams,Terrance Williams,DAL,WR,7,3.4,8.7,14.02,4,6,66.67,34,0,1,2.8,-1.7,2017,REG,4,2017100104
250,B.Cooks,Brandin Cooks,NE,WR,6.9,2.8,14.1,25.02,3,6,50,38,0,-0.1,2.6,-2.7,2017,REG,4,2017100107
251,S.Roberts,Seth Roberts,OAK,WR,6.7,2.4,8.7,12.33,4,5,80,49,0,4.1,4.2,-0.1,2017,REG,4,2017100112
252,A.Cooper,Amari Cooper,OAK,WR,6.7,1.6,13.1,29.8,2,8,25,9,0,0.5,1.1,-0.6,2017,REG,4,2017100112
253,T.Higbee,Tyler Higbee,LA,TE,6.7,2.7,13.7,29.19,3,6,50,47,0,8.4,5,3.5,2017,REG,4,2017100104
254,J.Landry,Jarvis Landry,MIA,WR,6.7,3,4.5,22.59,6,7,85.71,40,0,3.1,4.2,-1.1,2017,REG,4,2017100100
255,J.Maclin,Jeremy Maclin,BAL,WR,6.7,2,7.1,14.62,3,6,50,21,0,0.6,2.6,-2.1,2017,REG,4,2017100102
256,C.Beasley,Cole Beasley,DAL,WR,6.6,3.8,6.8,11.05,3,6,50,17,0,2.2,3.7,-1.5,2017,REG,4,2017100104
257,R.Gronkowski,Rob Gronkowski,NE,TE,6.4,2.2,12.4,18.28,4,5,80,80,0,8.5,8.4,0.1,2017,REG,4,2017100107
258,R.Woods,Robert Woods,LA,WR,6.4,2,10.1,21.57,2,6,33.33,17,0,0.6,2.8,-2.2,2017,REG,4,2017100104
259,B.Watson,Benjamin Watson,BAL,TE,6.4,2.9,5.8,11.77,5,6,83.33,43,0,3,3.3,-0.3,2017,REG,4,2017100102
260,S.Diggs,Stefon Diggs,MIN,WR,6.3,4.3,17.6,33.32,5,7,71.43,98,0,3.3,3.9,-0.6,2017,REG,4,2017100106
261,J.Brown,Jaron Brown,ARI,WR,6.3,1.8,13.3,36.12,8,12,66.67,105,0,2.5,2.2,0.3,2017,REG,4,2017100109
262,M.Bryant,Martavis Bryant,PIT,WR,6.2,3.2,19,33.16,3,5,60,48,0,4.9,3.3,1.6,2017,REG,4,2017100102
263,K.Allen,Keenan Allen,LAC,WR,6,2.9,10,41.02,5,11,45.45,138,0,19.5,12.3,7.2,2017,REG,4,2017100110
264,T.Kroft,Tyler Kroft,CIN,TE,6,2.5,11.3,52.22,6,7,85.71,68,2,3.4,3.2,0.2,2017,REG,4,2017100103
265,D.Bryant,Dez Bryant,DAL,WR,5.9,3.2,16.2,56.67,5,13,38.46,98,0,4.5,4.6,-0.1,2017,REG,4,2017100104
266,K.Cole,Keelan Cole,JAX,WR,5.8,2.1,12.1,26.67,1,6,16.67,10,0,6.6,7.6,-0.9,2017,REG,4,2017100108
267,C.Clay,Charles Clay,BUF,TE,5.8,3.6,14.1,33.68,5,7,71.43,112,0,8.9,7.9,1,2017,REG,4,2017100101
268,T.Taylor,Trent Taylor,SF,WR,5.8,2.8,9.7,22.91,5,10,50,47,0,3.3,2.7,0.6,2017,REG,4,2017100109
269,R.Anderson,Robby Anderson,NYJ,WR,5.7,1.6,15.3,50.54,3,6,50,59,0,4.7,3.3,1.3,2017,REG,4,2017100108
270,N.Boyle,Nick Boyle,BAL,TE,5.7,4.2,5.2,8.86,5,5,100,36,0,2,3.7,-1.7,2017,REG,4,2017100102
271,D.Funchess,Devin Funchess,CAR,WR,5.5,3.4,10.7,51.06,7,9,77.78,70,2,4.9,4.8,0.1,2017,REG,4,2017100107
272,J.Kearse,Jermaine Kearse,NYJ,WR,5.4,2,5.3,20.65,4,7,57.14,17,0,0.8,2.4,-1.7,2017,REG,4,2017100108
273,A.Green,A.J. Green,CIN,WR,5.4,2.3,6.6,30.42,5,7,71.43,63,1,4.8,4.9,-0.1,2017,REG,4,2017100103
274,A.Gates,Antonio Gates,LAC,TE,5.4,2.7,4.2,7.78,3,5,60,18,0,2.5,3.2,-0.8,2017,REG,4,2017100110
275,T.Kelce,Travis Kelce,KC,TE,5.4,2,11.6,31.77,7,8,87.5,111,1,3.7,2.6,1.1,2017,REG,4,2017100200
276,A.Derby,A.J. Derby,DEN,TE,5.3,3.8,9.8,21.96,4,6,66.67,75,1,7.4,6.1,1.3,2017,REG,4,2017100112
277,C.Kupp,Cooper Kupp,LA,WR,5.3,2.4,8.5,21.11,5,7,71.43,60,1,6,6.3,-0.4,2017,REG,4,2017100104
278,C.Brate,Cameron Brate,TB,TE,5.3,2.5,9.2,14.04,4,6,66.67,80,1,8.4,7.4,1,2017,REG,4,2017100111
279,R.Louis,Ricardo Louis,CLE,WR,5.2,2.7,11.7,39.95,5,9,55.56,64,0,2,2.2,-0.2,2017,REG,4,2017100103
280,D.Amendola,Danny Amendola,NE,WR,5.2,2,6.6,13.66,6,7,85.71,42,1,1.6,3,-1.4,2017,REG,4,2017100107
281,S.Shepard,Sterling Shepard,NYG,WR,5.2,2,8,9.48,5,5,100,54,0,2.8,4.1,-1.3,2017,REG,4,2017100111
282,K.Britt,Kenny Britt,CLE,WR,5.1,1.3,10.6,31.97,3,8,37.5,52,0,5.7,5.8,-0.1,2017,REG,4,2017100103
283,J.Hardy,Justin Hardy,ATL,WR,5.1,4,6.2,10.76,2,6,33.33,12,1,2.5,2.5,-0.1,2017,REG,4,2017100101
284,C.Hogan,Chris Hogan,NE,WR,5,3.6,11.3,29.97,5,9,55.56,60,1,4.2,4.5,-0.4,2017,REG,4,2017100107
285,G.Tate,Golden Tate,DET,WR,5,1.7,6.8,16.93,3,5,60,29,0,4.5,2.7,1.9,2017,REG,4,2017100106
286,Z.Ertz,Zach Ertz,PHI,TE,4.9,2.2,8.4,28.4,5,8,62.5,81,0,6.8,6.6,0.2,2017,REG,4,2017100110
287,J.Kerley,Jeremy Kerley,NYJ,WR,4.9,4.8,3.8,10.42,5,5,100,37,0,3.6,5,-1.4,2017,REG,4,2017100108
288,M.Campanaro,Michael Campanaro,BAL,WR,4.8,3.9,5,10.32,4,6,66.67,25,0,4.6,4.3,0.3,2017,REG,4,2017100102
289,W.Fuller,Will Fuller,HOU,WR,4.8,2,17,30.14,4,6,66.67,35,2,1.5,4.1,-2.6,2017,REG,4,2017100105
290,A.Thielen,Adam Thielen,MIN,WR,4.7,1.5,12.1,26.26,5,8,62.5,59,0,1.1,1,0.1,2017,REG,4,2017100106
291,D.Thomas,Demaryius Thomas,DEN,WR,4.7,1,18.5,34.38,1,5,20,11,0,5.6,4.3,1.3,2017,REG,4,2017100112
292,A.Hurns,Allen Hurns,JAX,WR,4.7,2.6,11.2,41.03,4,10,40,42,0,4.6,7.3,-2.7,2017,REG,4,2017100108
293,J.Graham,Jimmy Graham,SEA,TE,4.6,1.4,13.1,24.65,4,6,66.67,61,0,3.3,3.1,0.2,2017,REG,4,2017100113
294,E.Sanders,Emmanuel Sanders,DEN,WR,4.5,2.4,9.1,16.98,4,5,80,27,0,2.6,3.8,-1.2,2017,REG,4,2017100112
295,D.Thompson,Deonte Thompson,CHI,WR,4.5,3.2,10.5,33.85,5,9,55.56,44,0,2.4,2.6,-0.2,2017,REG,4,2017092800
296,J.Doyle,Jack Doyle,IND,TE,4.4,1.8,5.8,16.3,5,7,71.43,27,0,2.7,3,-0.3,2017,REG,4,2017100113
297,T.Jones,T.J. Jones,DET,WR,4.4,1.8,9.3,23.08,3,5,60,33,0,0.9,1.8,-0.9,2017,REG,4,2017100106
298,D.Hopkins,DeAndre Hopkins,HOU,WR,4.4,2.5,9.2,32.55,10,12,83.33,107,1,2.7,3.9,-1.2,2017,REG,4,2017100105
299,J.Brown,John Brown,ARI,WR,4.3,2,15.1,23.9,3,7,42.86,47,0,2.2,2.9,-0.7,2017,REG,4,2017100109
300,M.Thomas,Michael Thomas,NO,WR,4.2,2.4,7.2,54.77,8,11,72.73,89,1,5.3,3.9,1.3,2017,REG,4,2017100100
301,M.Bennett,Martellus Bennett,GB,TE,4.1,3,3.9,12.23,6,7,85.71,39,0,3.3,3.3,0,2017,REG,4,2017092800
302,T.Pryor,Terrelle Pryor,WAS,WR,4.1,2.1,15.3,29.9,3,5,60,70,1,0.5,1.1,-0.7,2017,REG,4,2017100200
303,J.Nelson,Jordy Nelson,GB,WR,4.1,3.4,14.7,45.63,4,7,57.14,75,2,5.2,4.8,0.5,2017,REG,4,2017092800
304,A.Jeffery,Alshon Jeffery,PHI,WR,4,1.7,9.2,23.22,3,6,50,29,1,1.5,1.6,-0.1,2017,REG,4,2017100110
305,D.Adams,Davante Adams,GB,WR,4,3,15.1,33.6,2,5,40,13,1,3.1,1.9,1.2,2017,REG,4,2017092800
306,M.Evans,Mike Evans,TB,WR,3.7,1.7,12.6,35.06,5,11,45.45,67,1,2.2,2,0.2,2017,REG,4,2017100111
307,A.Hooper,Austin Hooper,ATL,TE,3.7,3.2,5.9,11.86,5,7,71.43,50,0,3.1,3.5,-0.4,2017,REG,4,2017100101
308,J.Reed,Jordan Reed,WAS,TE,3.7,1.8,4.4,8.66,3,5,60,21,0,3.1,5.2,-2.1,2017,REG,4,2017100200
309,T.Hilton,T.Y. Hilton,IND,WR,3.6,2.6,12.9,30.98,3,6,50,30,0,0.7,0.9,-0.3,2017,REG,4,2017100113
310,K.Aiken,Kamar Aiken,IND,WR,3.5,2,5.7,11.5,1,5,20,4,0,1.9,2.1,-0.2,2017,REG,4,2017100113
311,J.Cook,Jared Cook,OAK,TE,3.4,1.9,14.7,33.46,3,8,37.5,46,0,5.5,4.5,1,2017,REG,4,2017100112
312,A.Brown,Antonio Brown,PIT,WR,3.3,1.9,10.8,33.85,4,9,44.44,34,0,3.5,4.3,-0.8,2017,REG,4,2017100102
313,J.Bellamy,Josh Bellamy,CHI,WR,3.2,4,15.1,32.27,3,6,50,36,0,2.6,2,0.6,2017,REG,4,2017092800
314,M.Jones,Marvin Jones,DET,WR,3.1,3.5,12.9,31.91,2,5,40,42,0,6.6,9.4,-2.8,2017,REG,4,2017100106
315,Z.Jones,Zay Jones,BUF,WR,3,2.9,21,35.91,1,5,20,18,0,-2.7,0,-2.7,2017,REG,4,2017100101
316,R.Griffin,Ryan Griffin,HOU,TE,3,2,12.1,17.93,2,5,40,13,0,1.9,2.6,-0.7,2017,REG,4,2017100105
317,D.Parker,DeVante Parker,MIA,WR,2.3,1,11.2,64.52,6,8,75,69,0,3.3,3.4,-0.1,2017,REG,4,2017100100
318,D.Amendola,Danny Amendola,NE,WR,10.5,3.3,5.2,16.64,8,8,100,77,0,4.4,4.1,0.3,2017,REG,5,2017100500
319,R.Anderson,Robby Anderson,NYJ,WR,9.4,2,11.7,35.15,2,5,40,16,0,-0.1,2.7,-2.7,2017,REG,5,2017100801
320,J.Nelson,J.J. Nelson,ARI,WR,9.3,1.9,12.9,20.38,4,6,66.67,80,0,5.5,4.2,1.3,2017,REG,5,2017100806
321,J.Brown,Jaron Brown,ARI,WR,9.2,3.1,19.6,31.12,3,6,50,39,0,2.7,2.1,0.6,2017,REG,5,2017100806
322,C.Hogan,Chris Hogan,NE,WR,8.8,2.5,8.8,38.83,8,11,72.73,74,1,3.1,3.1,0.1,2017,REG,5,2017100500
323,B.Cooks,Brandin Cooks,NE,WR,8.2,2.7,9.4,30.13,5,8,62.5,85,0,5.8,7.8,-2,2017,REG,5,2017100500
324,B.Treggs,Bryce Treggs,CLE,WR,8.1,1.5,19.3,31.03,2,6,33.33,28,0,-0.3,1.1,-1.4,2017,REG,5,2017100801
325,T.Hill,Tyreek Hill,KC,WR,8.1,3.9,18,32.46,4,6,66.67,68,0,2.7,4.2,-1.5,2017,REG,5,2017100811
326,D.Walker,Delanie Walker,TEN,TE,8,1.8,6.8,14.49,3,5,60,25,0,2,2.6,-0.6,2017,REG,5,2017100804
327,K.Williams,Kasen Williams,CLE,WR,8,2.1,10.6,14.19,4,5,80,33,0,-0.6,0.7,-1.3,2017,REG,5,2017100801
328,M.Bryant,Martavis Bryant,PIT,WR,7.9,3.4,7.8,12.38,5,8,62.5,21,0,2,4.5,-2.5,2017,REG,5,2017100807
329,T.Hilton,T.Y. Hilton,IND,WR,7.9,1.3,23.9,51.98,7,9,77.78,177,0,1.8,1.6,0.2,2017,REG,5,2017100803
330,J.Brown,John Brown,ARI,WR,7.8,2.8,18.9,34.95,2,7,28.57,26,1,1.8,1.8,0.1,2017,REG,5,2017100806
331,R.Cobb,Randall Cobb,GB,WR,7.6,4.6,1.4,3.25,4,5,80,29,0,5.3,6.7,-1.4,2017,REG,5,2017100810
332,N.Agholor,Nelson Agholor,PHI,WR,7.6,2.9,12.1,22.72,4,5,80,93,1,9.7,7.4,2.3,2017,REG,5,2017100806
333,N.O'Leary,Nick O'Leary,BUF,TE,7.5,4.1,4.6,15.92,5,6,83.33,54,0,7.1,9.4,-2.4,2017,REG,5,2017100800
334,R.Matthews,Rishard Matthews,TEN,WR,7.4,2.4,15.8,40.42,3,6,50,34,0,1,1.9,-0.9,2017,REG,5,2017100804
335,D.Hopkins,DeAndre Hopkins,HOU,WR,7.1,2.7,20.2,53.06,4,12,33.33,52,3,2.3,2.6,-0.3,2017,REG,5,2017100811
336,R.Louis,Ricardo Louis,CLE,WR,7,2.3,14.9,31.93,5,8,62.5,71,0,3.6,4.6,-1,2017,REG,5,2017100801
337,J.Smith,Jonnu Smith,TEN,TE,6.8,3.3,1,2.05,5,5,100,21,0,3.2,4.9,-1.6,2017,REG,5,2017100804
338,R.Woods,Robert Woods,LA,WR,6.8,3.2,12,17.62,5,8,62.5,66,0,3.8,5.1,-1.3,2017,REG,5,2017100808
339,J.Smith-Schuster,JuJu Smith-Schuster,PIT,WR,6.7,2.8,10,11.87,4,6,66.67,58,0,1.6,2.9,-1.3,2017,REG,5,2017100807
340,T.Kelce,Travis Kelce,KC,TE,6.7,3,10,33.21,8,11,72.73,98,0,5.8,5,0.8,2017,REG,5,2017100811
341,D.Funchess,Devin Funchess,CAR,WR,6.7,2,7.2,24.11,7,8,87.5,53,1,1.7,2.3,-0.5,2017,REG,5,2017100802
342,P.Richardson,Paul Richardson,SEA,WR,6.7,3.4,10.2,17.67,3,5,60,35,0,4.4,4.1,0.3,2017,REG,5,2017100808
343,J.Graham,Jimmy Graham,SEA,TE,6.5,2.5,4.3,11.83,6,8,75,37,1,2.8,3.6,-0.8,2017,REG,5,2017100808
344,K.Wright,Kendall Wright,CHI,WR,6.5,2,8,21.19,4,5,80,46,0,2.9,2.5,0.3,2017,REG,5,2017100900
345,A.Humphries,Adam Humphries,TB,WR,6.4,2.3,13.1,12.27,3,5,60,51,0,4.7,2.5,2.2,2017,REG,5,2017100500
346,L.Fitzgerald,Larry Fitzgerald,ARI,WR,6.4,2.4,4.2,11.14,6,10,60,51,0,6.5,5.7,0.9,2017,REG,5,2017100806
347,Z.Miller,Zach Miller,CHI,TE,6.4,2.1,10.9,40.41,3,7,42.86,39,1,2.9,3.7,-0.8,2017,REG,5,2017100900
348,T.Higbee,Tyler Higbee,LA,TE,6.3,2.1,14.4,21.18,4,8,50,98,0,6,4.6,1.5,2017,REG,5,2017100808
349,P.Garcon,Pierre Garcon,SF,WR,6,2.9,7.6,21.67,8,11,72.73,94,0,5.1,5.3,-0.2,2017,REG,5,2017100803
350,G.Tate,Golden Tate,DET,WR,6,2.8,4.4,13.13,5,8,62.5,48,0,7.9,3.7,4.2,2017,REG,5,2017100802
351,H.Henry,Hunter Henry,LAC,TE,6,3.1,12,29.07,3,8,37.5,42,1,1.2,1.7,-0.5,2017,REG,5,2017100805
352,E.Dickson,Ed Dickson,CAR,TE,5.9,3.8,16,33.65,5,5,100,175,0,19,11.8,7.2,2017,REG,5,2017100802
353,M.Evans,Mike Evans,TB,WR,5.8,3.8,14,21.04,5,8,62.5,49,0,0.7,2.2,-1.5,2017,REG,5,2017100500
354,M.Goodwin,Marquise Goodwin,SF,WR,5.8,1.8,18.5,52.49,5,11,45.45,116,0,1.8,1.7,0.1,2017,REG,5,2017100803
355,C.Beasley,Cole Beasley,DAL,WR,5.8,2.1,9.6,18.55,4,6,66.67,23,2,2.6,2.9,-0.3,2017,REG,5,2017100810
356,K.Rudolph,Kyle Rudolph,MIN,TE,5.8,2.5,6.3,31.65,6,9,66.67,45,1,4.9,4.9,0,2017,REG,5,2017100900
357,A.Brown,Antonio Brown,PIT,WR,5.8,2.6,15.5,58.27,10,19,52.63,157,0,4.6,4.2,0.4,2017,REG,5,2017100807
358,J.James,Jesse James,PIT,TE,5.7,2.2,6.6,6.54,3,5,60,24,0,1.2,2.4,-1.2,2017,REG,5,2017100807
359,J.Landry,Jarvis Landry,MIA,WR,5.7,2.3,7.6,46.96,5,10,50,44,1,2.6,3,-0.5,2017,REG,5,2017100804
360,K.Allen,Keenan Allen,LAC,WR,5.6,2.5,13.3,48.24,4,12,33.33,67,0,2.5,2.3,0.2,2017,REG,5,2017100805
361,A.Seferian-Jenkins,Austin Seferian-Jenkins,NYJ,TE,5.6,2.1,6,28.59,6,8,75,29,1,0.7,2.6,-1.9,2017,REG,5,2017100801
362,E.Decker,Eric Decker,TEN,WR,5.6,1.2,8.8,22.6,4,6,66.67,34,0,2.1,2.8,-0.7,2017,REG,5,2017100804
363,D.Jackson,DeSean Jackson,TB,WR,5.2,2.9,18.4,31.17,5,9,55.56,106,0,7,4.7,2.3,2017,REG,5,2017100500
