,rank,shortName,playerName,team,position,speedMPH,yards,playType,touchdown,penalty,season,seasonType,week,gameId,playId,quarter,time,desc
233,14,M.Ingram,Mark Ingram,NO,RB,20.5,61,rush,0,0,2016,REG,12,2016112707,2405,3,15:00,(15:00) M.Ingram right guard to LA 14 for 61 yards (T.McDonald).
234,15,C.Hayward,Casey Hayward,LAC,CB,20.5,1,int,0,0,2016,REG,12,2016112705,1448,2,04:55,(4:55) B.Osweiler pass short right intended for D.Hopkins INTERCEPTED by C.Hayward at SD 36. C.Hayward ran ob at SD 37 for 1 yard.
235,16,M.Lee,Marqise Lee,JAX,WR,20.41,36,kickoff ret,0,0,2016,REG,12,2016112702,3013,3,,J.Gay kicks 66 yards from BUF 35 to JAX -1. M.Lee pushed ob at JAX 35 for 36 yards (R.Humber).
236,17,M.Wallace,Mike Wallace,BAL,WR,20.37,19,reception,0,0,2016,REG,12,2016112701,2480,3,11:13,(11:13) J.Flacco pass short left to M.Wallace pushed ob at BAL 44 for 19 yards (V.Burfict). CIN-V.Burfict was injured during the play. His return is Probable.
237,18,H.Douglas,Harry Douglas,TEN,WR,20.35,35,reception,0,0,2016,REG,12,2016112703,2851,3,00:05,(:05) (Shotgun) M.Mariota pass deep left to H.Douglas to CHI 14 for 35 yards (B.Callahan).
238,19,D.Parker,DeVante Parker,MIA,WR,20.29,46,reception,0,0,2016,REG,12,2016112706,832,1,01:23,(1:23) (Shotgun) R.Tannehill pass deep middle to D.Parker to SF 42 for 46 yards (T.Brock).
239,20,Q.Enunwa,Quincy Enunwa,NYJ,WR,20.25,40,reception,0,0,2016,REG,12,2016112711,796,1,03:59,(3:59) R.Fitzpatrick pass deep right to Q.Enunwa to NE 30 for 40 yards (M.Butler).
240,1,D.Jackson,DeSean Jackson,WAS,WR,22.6,59,reception,0,0,2016,REG,13,2016120409,2340,3,14:15,(14:15) (Shotgun) K.Cousins pass deep middle to D.Jackson to ARI 5 for 59 yards (T.Branch). ARI-C.Campbell was injured during the play.
241,2,T.Ginn,Ted Ginn,CAR,WR,21.95,55,reception,1,0,2016,REG,13,2016120412,1255,2,10:40,"(10:40) (Shotgun) C.Newton pass deep middle to T.Ginn for 55 yards, TOUCHDOWN."
242,3,J.Nelson,J.J. Nelson,ARI,WR,21.91,42,reception,1,0,2016,REG,13,2016120409,4085,4,02:03,"(2:03) C.Palmer pass deep middle to J.Nelson for 42 yards, TOUCHDOWN. The Replay Official reviewed the pass completion ruling, and the play was Upheld. The ruling on the field stands."
243,4,T.Hill,Tyreek Hill,KC,WR,21.72,13,rush,0,0,2016,REG,13,2016120400,380,1,09:54,(9:54) (Shotgun) T.Hill right end ran ob at KC 41 for 13 yards (R.Allen).
244,5,T.Lockett,Tyler Lockett,SEA,WR,21.21,75,rush,1,0,2016,REG,13,2016120412,2270,3,15:00,"(15:00) T.Lockett right end for 75 yards, TOUCHDOWN."
245,6,K.Barner,Kenjon Barner,PHI,RB,21.03,61,kickoff ret,0,0,2016,REG,13,2016120403,2719,3,,M.Nugent kicks 64 yards from CIN 35 to PHI 1. K.Barner pushed ob at CIN 38 for 61 yards (M.Nugent).
246,7,B.Perriman,Breshad Perriman,BAL,WR,20.68,53,reception,1,0,2016,REG,13,2016120401,3196,4,12:58,"(12:58) (No Huddle) J.Flacco pass short middle to B.Perriman for 53 yards, TOUCHDOWN."
247,8,A.Wilson,Albert Wilson,KC,WR,20.6,55,rush,1,0,2016,REG,13,2016120400,2263,3,13:02,"(13:02) (Punt formation) A.Wilson right guard for 55 yards, TOUCHDOWN."
248,9,C.D.Johnson,Charles D. Johnson,MIN,WR,20.37,25,reception,0,0,2016,REG,13,2016120100,1984,3,14:54,"(14:54) (Shotgun) S.Bradford pass deep right to C.Johnson ran ob at MIN 33 for 25 yards (A.Hitchens). Penalty on DAL-A.Hitchens, Defensive Pass Interference, declined."
249,10,B.Roby,Bradley Roby,DEN,CB,20.21,51,int,1,0,2016,REG,13,2016120405,2419,3,07:45,"(7:45) (Shotgun) B.Bortles pass short middle intended for A.Robinson INTERCEPTED by B.Roby at DEN 49. B.Roby for 51 yards, TOUCHDOWN."
250,11,B.Tate,Brandon Tate,BUF,WR,20.07,26,kickoff ret,0,0,2016,REG,13,2016120408,2007,3,,S.Janikowski kicks 57 yards from OAK 35 to BUF 8. B.Tate pushed ob at BUF 34 for 26 yards (J.Holton).
251,12,D.Thomas,De'Anthony Thomas,KC,WR,20.05,23,rush,0,0,2016,REG,13,2016120400,742,1,04:25,(4:25) D.Thomas left end pushed ob at ATL 46 for 23 yards (R.Allen).
252,13,T.Williams,Tyrell Williams,LAC,WR,19.98,40,reception,1,0,2016,REG,13,2016120411,2647,3,01:42,"(1:42) P.Rivers pass deep right to Ty.Williams for 40 yards, TOUCHDOWN."
253,14,L.McCoy,LeSean McCoy,BUF,RB,19.94,54,rush,0,0,2016,REG,13,2016120408,2029,3,14:53,"(14:53) (Shotgun) L.McCoy left guard to OAK 12 for 54 yards (K.Mack, T.Carrie)."
254,15,G.Tate,Golden Tate,DET,WR,19.9,66,reception,1,0,2016,REG,13,2016120407,3241,4,11:50,"(11:50) (Shotgun) M.Stafford pass deep right to G.Tate for 66 yards, TOUCHDOWN [C.Jordan]. Pass 29, YAC 37"
255,16,M.Adams,Mike Adams,IND,SS,19.9,56,int,0,0,2016,REG,13,2016120500,2722,3,00:30,(:30) (Shotgun) B.Petty pass deep middle intended for R.Anderson INTERCEPTED by M.Adams at IND 38. M.Adams pushed ob at NYJ 6 for 56 yards (B.Ijalana).
256,17,C.Patterson,Cordarrelle Patterson,MIN,WR,19.82,15,kickoff ret,0,1,2016,REG,13,2016120100,3181,4,,"D.Bailey kicks 60 yards from DAL 35 to MIN 5. C.Patterson to MIN 25 for 20 yards (L.McFadden). PENALTY on MIN-A.Harris, Face Mask (15 Yards), 10 yards, enforced at MIN 20."
257,18,T.Rawls,Thomas Rawls,SEA,RB,19.64,45,rush,1,0,2016,REG,13,2016120412,1339,2,09:53,"(9:53) T.Rawls right tackle for 45 yards, TOUCHDOWN."
258,19,A.Luck,Andrew Luck,IND,QB,19.53,12,rush,0,1,2016,REG,13,2016120500,711,1,04:11,"(4:11) (Shotgun) A.Luck scrambles right end ran ob at IND 36 for 12 yards. PENALTY on NYJ-S.Richardson, Unnecessary Roughness, 15 yards, enforced at IND 36."
259,20,L.Timmons,Lawrence Timmons,PIT,ILB,19.53,58,int,0,0,2016,REG,13,2016120410,1312,2,08:33,"(8:33) (No Huddle, Shotgun) E.Manning pass short right intended for L.Donnell INTERCEPTED by L.Timmons at PIT 2. L.Timmons pushed ob at NYG 40 for 58 yards (R.Jennings)."
260,1,O.Beckham,Odell Beckham,NYG,WR,21.85,61,reception,1,0,2016,REG,14,2016121113,2917,3,01:18,"(1:18) (No Huddle, Shotgun) E.Manning pass short middle to O.Beckham for 61 yards, TOUCHDOWN."
261,2,D.Jackson,DeSean Jackson,WAS,WR,21.48,80,reception,1,0,2016,REG,14,2016121107,2029,3,09:26,"(9:26) (No Huddle, Shotgun) K.Cousins pass deep middle to D.Jackson for 80 yards, TOUCHDOWN."
262,3,J.Nelson,J.J. Nelson,ARI,WR,21.23,56,rush,1,0,2016,REG,14,2016121106,392,1,08:12,"(8:12) J.Nelson right end for 56 yards, TOUCHDOWN."
263,4,S.Diggs,Stefon Diggs,MIN,WR,21.07,45,reception,0,0,2016,REG,14,2016121105,1429,2,04:49,(4:49) (Shotgun) S.Bradford pass deep middle to S.Diggs to JAX 14 for 45 yards (T.Gipson).
264,5,T.Hill,Tyreek Hill,KC,WR,21.05,36,reception,1,0,2016,REG,14,2016120800,1077,2,14:57,"(14:57) (Shotgun) A.Smith pass deep middle to T.Hill for 36 yards, TOUCHDOWN."
265,6,C.Hogan,Chris Hogan,NE,WR,20.78,79,reception,1,0,2016,REG,14,2016121200,4019,4,06:28,"(6:28) (Shotgun) T.Brady pass deep middle to C.Hogan for 79 yards, TOUCHDOWN. NE 12-Brady 450th career TD pass, 4th player all-time to achieve that milestone. NE 15-Hogan 2nd career 100-yard game."
266,7,T.Ginn,Ted Ginn,CAR,WR,20.62,31,kickoff ret,0,1,2016,REG,14,2016121101,3573,4,,"D.Kaser kicks 60 yards from SD 20 to CAR 20. T.Ginn pushed ob at SD 34 for 46 yards (D.Kaser). PENALTY on CAR-L.Young, Offensive Holding, 10 yards, enforced at SD 49."
267,8,T.Hill,Tyreek Hill,KC,WR,20.48,78,punt ret,1,1,2016,REG,14,2016120800,1620,2,06:43,"(6:43) M.King punts 54 yards to KC 22, Center-J.Condo. T.Hill for 78 yards, TOUCHDOWN. PENALTY on OAK-M.King, Unsportsmanlike Conduct, 15 yards, enforced between downs."
268,9,C.Patterson,Cordarrelle Patterson,MIN,WR,20.37,53,kickoff ret,0,0,2016,REG,14,2016121105,957,2,,J.Myers kicks 66 yards from JAX 35 to MIN -1. C.Patterson pushed ob at JAX 48 for 53 yards (J.Wilson).
269,10,B.Perriman,Breshad Perriman,BAL,WR,20.21,47,reception,0,0,2016,REG,14,2016121200,3820,4,10:38,(10:38) (Shotgun) J.Flacco pass deep left to B.Perriman to NE 29 for 47 yards (P.Chung).
270,11,J.Kerley,Jeremy Kerley,SF,WR,20.13,27,reception,0,0,2016,REG,14,2016121110,856,1,00:21,(:21) (Shotgun) C.Kaepernick pass short middle to J.Kerley pushed ob at NYJ 22 for 27 yards (B.Skrine). Caught at NYJ 40  18-yds  YAC
271,12,T.Coleman,Tevin Coleman,ATL,RB,20.11,5,rush,0,0,2016,REG,14,2016121112,2755,3,07:59,(7:59) T.Coleman left end pushed ob at LA 39 for 5 yards (M.Barron).
272,13,D.Jones,Deion Jones,ATL,MLB,20.11,33,int,1,0,2016,REG,14,2016121112,1368,2,09:04,"(9:04) J.Goff pass short right intended for K.Britt INTERCEPTED by D.Jones at LA 33. D.Jones for 33 yards, TOUCHDOWN."
273,14,T.Boyd,Tyler Boyd,CIN,WR,20.05,39,rush,0,0,2016,REG,14,2016121102,125,1,13:33,(13:33) (Shotgun) T.Boyd left end pushed ob at CLE 20 for 39 yards (B.Boddy-Calhoun). Hardoff to 32 J. Hill pitched to 83 T Boyd on reverse
274,15,D.Thomas,De'Anthony Thomas,KC,WR,20,25,kickoff ret,0,0,2016,REG,14,2016120800,2379,3,,S.Janikowski kicks 66 yards from OAK 35 to KC -1. D.Thomas ran ob at KC 24 for 25 yards (J.Holton).
275,16,T.Williams,Tyrell Williams,LAC,WR,19.96,22,reception,0,0,2016,REG,14,2016121101,3020,3,01:43,(1:43) P.Rivers pass short left to Ty.Williams pushed ob at CAR 22 for 22 yards (L.Johnson).
276,17,T.Williams,Terrance Williams,DAL,WR,19.92,31,reception,1,0,2016,REG,14,2016121113,603,1,04:51,"(4:51) (Shotgun) D.Prescott pass deep right to T.Williams for 31 yards, TOUCHDOWN."
277,18,A.Roberts,Andre Roberts,DET,WR,19.86,7,punt ret,0,1,2016,REG,14,2016121103,972,2,11:37,"(11:37) P.O'Donnell punts 44 yards to DET 18, Center-P.Scales. A.Roberts to CHI 45 for 37 yards (J.Anderson). PENALTY on DET-J.Bell, Illegal Block Above the Waist, 10 yards, enforced at DET 25."
278,19,T.Lockett,Tyler Lockett,SEA,WR,19.66,32,kickoff ret,0,0,2016,REG,14,2016121111,1915,3,,M.Crosby kicks 63 yards from GB 35 to SEA 2. T.Lockett to SEA 34 for 32 yards (M.Burnett).
279,20,D.Sproles,Darren Sproles,PHI,RB,19.62,5,punt ret,0,1,2016,REG,14,2016121107,1855,3,13:10,"(13:10) T.Way punts 49 yards to PHI 28, Center-N.Sundberg. D.Sproles for 72 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on PHI-Z.Ertz, Illegal Block Above the Waist, 10 yards, enforced at PHI 33."
280,1,B.Cooks,Brandin Cooks,NO,WR,22.4,45,reception,1,0,2016,REG,15,2016121808,1966,2,02:00,"(2:00) (Shotgun) D.Brees pass short right to B.Cooks for 45 yards, TOUCHDOWN."
281,2,A.Robinson,Aldrick Robinson,ATL,WR,21.8,59,reception,0,0,2016,REG,15,2016121809,1131,2,12:45,(12:45) (Shotgun) M.Ryan pass short middle to A.Robinson pushed ob at SF 16 for 59 yards (J.Ward). SF-J.Ward was injured during the play. He is Out.
282,3,E.Elliott,Ezekiel Elliott,DAL,RB,21.44,42,rush,0,0,2016,REG,15,2016121803,3705,4,05:49,(5:49) E.Elliott right tackle pushed ob at TB 34 for 42 yards (K.Tandy).
283,4,A.Erickson,Alex Erickson,CIN,WR,21.03,72,kickoff ret,0,0,2016,REG,15,2016121812,1483,2,,C.Boswell kicks 63 yards from PIT 35 to CIN 2. A.Erickson to PIT 26 for 72 yards (C.Boswell).
284,5,J.Landry,Jarvis Landry,MIA,WR,20.99,66,reception,1,0,2016,REG,15,2016121700,2853,3,06:36,"(6:36) M.Moore pass short middle to J.Landry for 66 yards, TOUCHDOWN."
285,6,M.Lee,Marqise Lee,JAX,WR,20.88,100,kickoff ret,1,1,2016,REG,15,2016121804,2616,3,,"N.Novak kicks 65 yards from HOU 35 to JAX 0. M.Lee for 100 yards, TOUCHDOWN. PENALTY on JAX-M.Lee, Unsportsmanlike Conduct, 15 yards, enforced between downs."
286,7,M.Wallace,Mike Wallace,BAL,WR,20.86,54,reception,0,0,2016,REG,15,2016121800,3396,4,06:59,(6:59) (Shotgun) J.Flacco pass short middle to M.Wallace pushed ob at PHI 11 for 54 yards (R.McLeod).
287,8,R.Anderson,Robby Anderson,NYJ,WR,20.78,40,reception,1,0,2016,REG,15,2016121700,226,1,11:39,"(11:39) B.Petty pass deep middle to R.Anderson for 40 yards, TOUCHDOWN."
288,9,T.Ward,Terron Ward,ATL,RB,20.74,45,rush,0,0,2016,REG,15,2016121809,3348,4,06:15,(6:15) T.Ward left guard pushed ob at SF 46 for 45 yards (M.Cromartie).
289,10,L.Ryan,Logan Ryan,NE,CB,20.64,46,int,0,0,2016,REG,15,2016121810,1079,2,15:00,(15:00) (Shotgun) T.Siemian pass short left intended for E.Sanders INTERCEPTED by L.Ryan at NE 8. L.Ryan to DEN 46 for 46 yards (D.Thomas).
290,11,B.Golden,Brittan Golden,ARI,WR,20.58,35,kickoff ret,0,0,2016,REG,15,2016121808,3026,3,,W.Lutz kicks 62 yards from NO 35 to ARI 3. B.Golden pushed ob at ARI 38 for 35 yards (N.Stupar).
291,12,B.Cooks,Brandin Cooks,NO,WR,20.5,65,reception,1,0,2016,REG,15,2016121808,1589,2,06:21,"(6:21) D.Brees pass deep middle to B.Cooks for 65 yards, TOUCHDOWN."
292,13,O.Beckham,Odell Beckham,NYG,WR,20.43,4,punt ret,0,1,2016,REG,15,2016121807,3234,4,05:20,"(5:20) S.Martin punts 44 yards to NYG 37, Center-D.Muhlbach. O.Beckham for 63 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on NYG-E.Pinkins, Illegal Block Above the Waist, 10 yards, enforced at NYG 41. Officially, a return for 4 yards."
293,14,J.Hunter,Justin Hunter,BUF,WR,20.41,16,reception,0,0,2016,REG,15,2016121801,3243,4,13:20,"(13:20) (Shotgun) T.Taylor pass short right to J.Hunter ran ob at CLE 8 for 16 yards. Caught at CLE 10, crossing from middle."
294,15,K.Barner,Kenjon Barner,PHI,RB,20.35,15,reception,0,0,2016,REG,15,2016121800,328,1,10:13,(10:13) (Shotgun) C.Wentz pass short left to K.Barner pushed ob at BAL 44 for 15 yards (J.Powers).
295,16,T.Lippett,Tony Lippett,MIA,CB,20.35,0,int,0,0,2016,REG,15,2016121700,2575,3,10:23,(10:23) B.Petty pass deep left intended for R.Anderson INTERCEPTED by T.Lippett at MIA 40. T.Lippett to MIA 40 for no gain (R.Anderson).
296,17,I.Crowell,Isaiah Crowell,CLE,RB,20.35,25,rush,0,0,2016,REG,15,2016121801,574,1,07:12,(7:12) (Shotgun) I.Crowell right end pushed ob at BUF 17 for 25 yards (P.Brown).
297,18,T.Hill,Tyreek Hill,KC,WR,20.29,68,rush,1,0,2016,REG,15,2016121805,229,1,11:55,"(11:55) (Shotgun) T.Hill left guard for 68 yards, TOUCHDOWN."
298,19,D.Freeman,Devonta Freeman,ATL,RB,20.21,34,rush,1,0,2016,REG,15,2016121809,2766,3,01:49,"(1:49) D.Freeman left end for 34 yards, TOUCHDOWN."
299,20,T.Benjamin,Travis Benjamin,LAC,WR,20.03,9,reception,0,0,2016,REG,15,2016121811,1499,2,01:57,(1:57) (Shotgun) P.Rivers pass short right to T.Benjamin ran ob at OAK 22 for 9 yards (D.Amerson).
300,1,E.Elliott,Ezekiel Elliott,DAL,RB,21.8,55,rush,1,0,2016,REG,16,2016122600,762,1,03:00,"(3:00) E.Elliott right guard for 55 yards, TOUCHDOWN."
301,2,J.Nelson,J.J. Nelson,ARI,WR,21.74,41,reception,0,0,2016,REG,16,2016122410,3436,4,08:00,(8:00) C.Palmer pass short middle to J.Nelson pushed ob at SEA 1 for 41 yards (R.Sherman).
302,3,M.Brown,Mack Brown,WAS,RB,21.6,61,rush,1,0,2016,REG,16,2016122402,4163,4,01:08,"(1:08) M.Brown left tackle for 61 yards, TOUCHDOWN."
303,4,K.Drake,Kenyan Drake,MIA,RB,21.56,45,rush,1,0,2016,REG,16,2016122400,1101,2,13:45,"(13:45) (Shotgun) K.Drake left guard for 45 yards, TOUCHDOWN."
304,5,B.LaFell,Brandon LaFell,CIN,WR,21.25,86,reception,1,0,2016,REG,16,2016122411,3048,4,10:59,"(10:59) (Shotgun) A.Dalton pass short left to B.LaFell for 86 yards, TOUCHDOWN. Penalty on HOU-E.Pleasant, Defensive Offside, declined."
305,6,J.Ajayi,Jay Ajayi,MIA,RB,21.23,57,rush,0,0,2016,REG,16,2016122400,5305,5,04:00,(4:00) (Shotgun) J.Ajayi left tackle to BUF 28 for 57 yards (N.Robey-Coleman).
306,7,J.Nelson,J.J. Nelson,ARI,WR,21.23,80,reception,1,0,2016,REG,16,2016122410,1560,2,04:04,"(4:04) (Shotgun) C.Palmer pass deep middle to J.Nelson for 80 yards, TOUCHDOWN."
307,8,D.Johnson,David Johnson,ARI,RB,21.09,33,rush,0,0,2016,REG,16,2016122410,3415,4,08:49,(8:49) D.Johnson right tackle to SEA 42 for 33 yards (S.Terrell).
308,9,D.Jackson,DeSean Jackson,WAS,WR,21.07,57,reception,0,0,2016,REG,16,2016122402,895,1,02:39,(2:39) K.Cousins pass short middle to D.Jackson pushed ob at CHI 18 for 57 yards (D.Bush).
309,10,N.Agholor,Nelson Agholor,PHI,WR,20.95,40,reception,1,0,2016,REG,16,2016122200,1533,2,05:05,"(5:05) C.Wentz pass deep left to N.Agholor for 40 yards, TOUCHDOWN."
310,11,T.Brock,Tramaine Brock,SF,CB,20.9,39,int,0,0,2016,REG,16,2016122409,331,1,09:48,(9:48) D.Arkin reported in as eligible.  J.Goff pass short right intended for K.Britt INTERCEPTED by T.Brock at SF 44. T.Brock to LA 17 for 39 yards (J.Goff).
311,12,S.Watkins,Sammy Watkins,BUF,WR,20.78,38,reception,1,0,2016,REG,16,2016122400,1685,2,05:14,"(5:14) (Shotgun) T.Taylor pass deep right to S.Watkins for 38 yards, TOUCHDOWN. Caught 9 yds. into end zone."
312,13,T.Taylor,Tyrod Taylor,BUF,QB,20.7,23,rush,0,0,2016,REG,16,2016122400,1619,2,06:58,(6:58) (Shotgun) T.Taylor scrambles left end pushed ob at BUF 42 for 23 yards (T.Lippett).
313,14,T.Benjamin,Travis Benjamin,LAC,WR,20.62,50,reception,0,0,2016,REG,16,2016122403,51,1,15:00,(15:00) (Shotgun) P.Rivers pass deep middle to T.Benjamin to CLE 25 for 50 yards (J.Haden).
314,15,J.Grant,Jakeem Grant,MIA,WR,20.62,41,kickoff ret,0,0,2016,REG,16,2016122400,3840,4,,D.Carpenter kicks 60 yards from BUF 35 to MIA 5. J.Grant pushed ob at MIA 46 for 41 yards (D.Carpenter).
315,16,T.Hill,Tyreek Hill,KC,WR,20.41,70,rush,1,0,2016,REG,16,2016122501,598,1,05:31,"(5:31) T.Hill left end for 70 yards, TOUCHDOWN."
316,17,C.Newton,Cam Newton,CAR,QB,20.25,8,rush,0,0,2016,REG,16,2016122401,3351,4,12:25,(12:25) (Shotgun) C.Newton scrambles left end pushed ob at ATL 48 for 8 yards (D.Jones).
317,18,I.Crowell,Isaiah Crowell,CLE,RB,20.25,10,rush,0,0,2016,REG,16,2016122403,2081,3,14:13,(14:13) (Shotgun) I.Crowell right end ran ob at SD 45 for 10 yards.
318,19,M.Gillislee,Mike Gillislee,BUF,RB,20.23,25,rush,0,0,2016,REG,16,2016122400,4017,4,02:55,(2:55) M.Gillislee left end to BUF 45 for 25 yards (M.Thomas).
319,20,J.Collins,Jalen Collins,ATL,CB,20.09,37,int,0,0,2016,REG,16,2016122401,1931,2,01:40,(1:40) (Shotgun) C.Newton pass short middle intended for T.Ginn INTERCEPTED by J.Collins at ATL 42. J.Collins ran ob at CAR 21 for 37 yards (C.Newton).
320,1,J.Bethel,Justin Bethel,ARI,CB,21.74,66,int,1,0,2016,REG,17,2017010113,3877,4,08:15,"(8:15) (Shotgun) S.Mannion pass short right intended for P.Cooper INTERCEPTED by J.Bethel at ARI 34. J.Bethel for 66 yards, TOUCHDOWN."
321,2,C.Grant,Corey Grant,JAX,RB,21.66,57,rush,1,0,2016,REG,17,2017010103,1502,2,05:57,"(5:57) C.Grant up the middle for 57 yards, TOUCHDOWN."
322,3,T.Hill,Tyreek Hill,KC,WR,21.44,95,punt ret,1,0,2016,REG,17,2017010114,2710,3,01:20,"(1:20) D.Kaser punts 49 yards to KC 5, Center-M.Windt. T.Hill for 95 yards, TOUCHDOWN."
323,4,D.Freeman,Devonta Freeman,ATL,RB,21.31,75,rush,1,0,2016,REG,17,2017010100,699,1,03:53,"(3:53) D.Freeman right tackle for 75 yards, TOUCHDOWN."
324,5,T.Ginn,Ted Ginn,CAR,WR,21.17,39,reception,0,0,2016,REG,17,2017010109,2503,3,08:22,(8:22) (Shotgun) C.Newton pass short left to T.Ginn to TB 39 for 39 yards (K.Tandy).
325,6,P.Cooper,Pharoh Cooper,LA,WR,20.52,14,kickoff ret,0,0,2016,REG,17,2017010113,1261,2,,C.Catanzaro kicks 70 yards from ARI 35 to LA -5. P.Cooper to LA 9 for 14 yards (J.Bethel).
326,7,K.Raymond,Kalif Raymond,DEN,WR,20.5,25,punt ret,0,1,2016,REG,17,2017010112,1432,2,04:19,"(4:19) M.King punts 68 yards to DEN 2, Center-J.Condo. K.Raymond pushed ob at DEN 27 for 25 yards (J.Olawale). PENALTY on OAK-D.Washington, Unnecessary Roughness, 15 yards, enforced at DEN 27."
327,8,T.Williams,Tyrell Williams,LAC,WR,20.48,17,reception,0,0,2016,REG,17,2017010114,683,1,03:15,(3:15) (Shotgun) P.Rivers pass short middle to Ty.Williams ran ob at KC 31 for 17 yards (T.Mitchell).
328,9,T.Williams,Tyrell Williams,LAC,WR,20.48,17,reception,0,0,2016,REG,17,2017010114,3404,4,04:24,(4:24) (Shotgun) P.Rivers pass short middle to Ty.Williams ran ob at SD 28 for 17 yards (P.Gaines).
329,10,T.Coleman,Tevin Coleman,ATL,RB,20.45,25,rush,0,0,2016,REG,17,2017010100,2427,3,08:55,(8:55) T.Coleman right end pushed ob at NO 36 for 25 yards (V.Bell).
330,11,T.King,Tavarres King,NYG,WR,20.43,44,reception,0,0,2016,REG,17,2017010111,3494,4,04:02,"(4:02) (No Huddle, Shotgun) E.Manning pass deep left to T.King pushed ob at WAS 25 for 44 yards (W.Blackmon)."
331,12,R.Hillman,Ronnie Hillman,LAC,RB,20.37,21,reception,0,0,2016,REG,17,2017010114,58,1,14:54,(14:54) (Shotgun) P.Rivers pass short left to R.Hillman ran ob at SD 49 for 21 yards (T.Smith).
332,13,D.Heyward-Bey,Darrius Heyward-Bey,PIT,WR,20.35,46,reception,0,0,2016,REG,17,2017010108,3266,4,06:54,(6:54) (Shotgun) L.Jones pass deep left to D.Heyward-Bey to CLE 11 for 46 yards (B.Boddy-Calhoun).
333,14,T.Ginn,Ted Ginn,CAR,WR,20.35,17,rush,0,0,2016,REG,17,2017010109,307,1,10:30,(10:30) T.Ginn left end ran ob at TB 45 for 17 yards (V.Hargreaves).
334,15,T.Hill,Tyreek Hill,KC,WR,20.27,20,rush,0,0,2016,REG,17,2017010114,2088,3,12:19,"(12:19) T.Hill right end ran ob at SD 18 for 20 yards (K.Emanuel, D.Lowery)."
335,16,I.Crowell,Isaiah Crowell,CLE,RB,20.23,67,rush,0,0,2016,REG,17,2017010108,3415,4,04:26,"(4:26) (Shotgun) I.Crowell up the middle to PIT 5 for 67 yards (S.Davis, A.Burns)."
336,17,S.Thompson,Shaq Thompson,CAR,OLB,20.09,21,misc,0,0,2016,REG,17,2017010109,3204,4,12:04,"(12:04) (Field Goal formation) R.Aguayo 48 yard field goal is BLOCKED (K.Short), Center-A.Glanton, Holder-B.Anger, RECOVERED by CAR-S.Thompson at CAR 28. S.Thompson pushed ob at CAR 49 for 21 yards (B.Anger)."
337,18,T.Ginn,Ted Ginn,CAR,WR,20.07,7,rush,0,0,2016,REG,17,2017010109,1280,2,10:41,(10:41) T.Ginn right end pushed ob at CAR 25 for 7 yards (B.McDougald).
338,19,S.Draughn,Shaun Draughn,SF,RB,19.98,29,reception,0,0,2016,REG,17,2017010115,317,1,10:52,"(10:52) (No Huddle, Shotgun) C.Kaepernick pass short left to S.Draughn pushed ob at SEA 4 for 29 yards (J.Lane). Caught at SEA 29.  25-yds YAC"
339,20,J.Hunter,Justin Hunter,BUF,WR,19.84,64,reception,0,0,2016,REG,17,2017010106,3698,4,02:47,(2:47) (Shotgun) C.Jones pass deep right to J.Hunter to NYJ 1 for 64 yards (R.Miles).
